movieId,releaseDate,Certification,title,genres,Main_director,Duration
3824,15 June 2001 (UK),15,Autumn in New York (2000),Drama|Romance,Joan Chen,1h 43min
3825,20 October 2000 (UK),12,Coyote Ugly (2000),Comedy|Drama|Romance,David McNally,1h 40min
3826,29 September 2000 (UK),18,Hollow Man (2000),Horror|Sci-Fi|Thriller,Paul Verhoeven,1h 52min
3827,22 September 2000 (UK),PG,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,Clint Eastwood,2h 10min
3830,7 September 2001 (USA),12,Psycho Beach Party (2000),Comedy|Horror|Thriller,Robert Lee King,1h 35min
3831,19 May 2000 (UK),15,Saving Grace (2000),Comedy,Nigel Cole,1h 33min
3832,6 December 1964 (UK),X,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,Mario Bava,1h 32min
3833,10 August 1962 (USA),Rejected,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,Joseph Green,1h 22min
3834,17 July 1980 (UK),A,Bronco Billy (1980),Adventure|Drama|Romance,Clint Eastwood,1h 56min
3835,17 September 1993 (UK),15,"Crush, The (1993)",Thriller,Alan Shapiro,1h 29min
3836,18 September 1970 (UK),A,Kelly's Heroes (1970),Action|Comedy|War,Brian G. Hutton,2h 24min
3837,27 January 1989 (UK),18,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,Don Coscarelli,1h 37min
3838,8 December 1994 (Argentina),18,Phantasm III: Lord of the Dead (1994),Horror,Don Coscarelli,1h 31min
3839,31 July 1998 (Canada),15,Phantasm IV: Oblivion (1998),Horror,Don Coscarelli,1h 30min
3840,13 January 1989 (USA),18,Pumpkinhead (1988),Horror,Stan Winston,1h 26min
3841,11 January 1991 (UK),15,Air America (1990),Action|Comedy,Roger Spottiswoode,1h 53min
3843,18 November 1983 (USA),15,Sleepaway Camp (1983),Horror,Robert Hiltzik,1h 24min
3844,9 February 1990 (UK),PG,Steel Magnolias (1989),Drama,Herbert Ross,1h 57min
3845,March 1957 (UK),X,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,Roger Vadim,1h 35min
3846,25 November 1983 (UK),15,Easy Money (1983),Comedy,James Signorelli,1h 35min
3847,16 August 1975 (Japan),Rejected,"Ilsa, She Wolf of the SS (1974)",Horror,Don Edmonds,1h 36min
3849,7 February 1946 (USA),A,The Spiral Staircase (1945),Horror|Mystery|Thriller,Robert Siodmak,1h 23min
3851,TV Special 4 August 2000,,I'm the One That I Want (2000),Comedy,Lionel Coleman,1h 36min
3852,2 March 2001 (UK),15,"Tao of Steve, The (2000)",Comedy,Jenniphr Goodman,1h 27min
3855,4 September 1999 (France),15,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,Frédéric Fonteyne,1h 20min
3857,5 January 2001 (UK),15,Bless the Child (2000),Thriller,Chuck Russell,1h 47min
3858,8 December 2000 (UK),18,Cecil B. DeMented (2000),Comedy,John Waters,1h 27min
3859,1 October 2000 (USA),12,"Eyes of Tammy Faye, The (2000)",Documentary,Fenton Bailey,1h 19min
3861,24 November 2000 (UK),12,"Replacements, The (2000)",Comedy,Howard Deutch,1h 58min
3862,30 March 2001 (UK),15,About Adam (2000),Comedy,Gerard Stembridge,1h 37min
3863,15 September 2000 (UK),18,"Cell, The (2000)",Drama|Horror|Thriller,Tarsem Singh,1h 47min
3864,11 December 1999 (Japan),PG,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,Takao Okawara,1h 39min
3865,18 August 2000 (USA),15,"Original Kings of Comedy, The (2000)",Comedy|Documentary,Spike Lee,1h 55min
3868,10 February 1989 (UK),15,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,David Zucker,1h 25min
3869,28 June 1991 (UK),15,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,David Zucker,1h 25min
3870,24 May 1940 (USA),A,Our Town (1940),Drama,Sam Wood,1h 30min
3871,1 October 1953 (Japan),PG,Shane (1953),Drama|Western,George Stevens,1h 58min
3872,January 1960 (USA),X,"Suddenly, Last Summer (1959)",Drama,Joseph L. Mankiewicz,1h 54min
3873,6 September 1965 (UK),A,Cat Ballou (1965),Comedy|Western,Elliot Silverstein,1h 37min
3877,19 July 1984 (UK),PG,Supergirl (1984),Action|Adventure|Fantasy,Jeannot Szwarc,2h 4min
3879,8 December 2000 (UK),18,"Art of War, The (2000)",Action|Thriller,Christian Duguay,1h 57min
3882,20 October 2000 (UK),12,Bring It On (2000),Comedy,Peyton Reed,1h 38min
3884,25 August 2000 (USA),PG-13,"Crew, The (2000)",Comedy,Michael Dinner,1h 28min
3888,6 December 2001 (Philippines),15,Skipped Parts (2000),Drama|Romance,Tamra Davis,1h 40min
3889,1 September 2000 (USA),18,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,Douglas Aarniokoski,1h 27min
3893,1 September 2000 (UK),18,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller,Neil LaBute,1h 50min
3894,20 July 2001 (UK),15,Solas (1999),Drama,Benito Zambrano,1h 41min
3895,9 March 2001 (UK),15,"Watcher, The (2000)",Crime|Thriller,Joe Charbanic,1h 37min
3896,17 November 2000 (UK),18,"Way of the Gun, The (2000)",Crime|Thriller,Christopher McQuarrie,1h 59min
3897,26 January 2001 (UK),15,Almost Famous (2000),Drama,Cameron Crowe,2h 2min
3898,15 September 2000 (USA),15,Bait (2000),Action|Comedy,Antoine Fuqua,1h 59min
3899,5 May 2000 (UK),18,Circus (2000),Crime|Drama|Thriller,Rob Walker,1h 35min
3900,25 August 2000 (Italy),15,Crime and Punishment in Suburbia (2000),Comedy|Drama,Rob Schmidt,1h 40min
3901,1 December 2000 (UK),15,Duets (2000),Comedy|Drama,Bruce Paltrow,1h 52min
3906,12 January 2001 (UK),15,Under Suspicion (2000),Crime|Thriller,Stephen Hopkins,1h 50min
3908,1 December 2000 (UK),15,Urban Legends: Final Cut (2000),Horror,John Ottman,1h 37min
3909,22 September 2000 (USA),15,Woman on Top (2000),Comedy|Romance,Fina Torres,1h 32min
3910,15 September 2000 (UK),15,Dancer in the Dark (2000),Drama|Musical,Lars von Trier,2h 20min
3911,9 March 2001 (UK),12,Best in Show (2000),Comedy,Christopher Guest,1h 30min
3912,29 September 2000 (USA),PG-13,Beautiful (2000),Comedy|Drama,Sally Field,1h 52min
3914,11 May 2001 (UK),15,"Broken Hearts Club, The (2000)",Drama,Greg Berlanti,1h 34min
3915,20 April 2001 (UK),15,Girlfight (2000),Drama,Karyn Kusama,1h 50min
3916,9 February 2001 (UK),PG,Remember the Titans (2000),Drama,Boaz Yakin,1h 53min
3917,11 September 1987 (UK),18,Hellraiser (1987),Horror,Clive Barker,1h 34min
3918,16 June 1989 (UK),18,Hellbound: Hellraiser II (1988),Horror,Tony Randel,1h 37min
3919,19 February 1993 (UK),18,Hellraiser III: Hell on Earth (1992),Horror,Anthony Hickox,1h 37min
3920,1 July 1994 (UK),15,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance,Wim Wenders,2h 24min
3922,25 July 1965 (UK),U,Bikini Beach (1964),Comedy,William Asher,1h 39min
3925,4 October 1984 (UK),15,Stranger Than Paradise (1984),Comedy|Drama,Jim Jarmusch,1h 29min
3926,1961 (UK),U,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,Irwin Allen,1h 45min
3927,14 October 1966 (UK),A,Fantastic Voyage (1966),Adventure|Sci-Fi,Richard Fleischer,1h 40min
3928,15 June 1948 (USA),A,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,Charles Barton,1h 23min
3929,29 November 1940 (USA),U,"Bank Dick, The (1940)",Comedy,Edward F. Cline,1h 12min
3930,5 March 1954 (USA),A,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,Jack Arnold,1h 19min
3932,7 May 1934 (UK),A,"Invisible Man, The (1933)",Horror|Sci-Fi,James Whale,1h 11min
3933,1959 (UK),,"Killer Shrews, The (1959)",Horror|Sci-Fi,Ray Kellogg,1h 9min
3937,21 June 1985 (UK),15,Runaway (1984),Sci-Fi|Thriller,Michael Crichton,1h 39min
3938,12 November 1982 (USA),18,"Slumber Party Massacre, The (1982)",Horror,Amy Holden Jones,1h 17min
3939,16 October 1987 (USA),Rejected,Slumber Party Massacre II (1987),Horror,Deborah Brock,1h 17min
3940,7 September 1990 (USA),18,Slumber Party Massacre III (1990),Horror,Sally Mattison,1h 27min
3941,10 October 1986 (USA),18,Sorority House Massacre (1986),Horror,Carol Frank,1h 14min
3942,5 October 1990 (USA),18,Sorority House Massacre II (1990),Horror,Jim Wynorski,1h 17min
3943,6 April 2001 (UK),15,Bamboozled (2000),Comedy,Spike Lee,2h 15min
3945,16 February 2001 (UK),PG,Digimon: The Movie (2000),Adventure|Animation|Children,Mamoru Hosoda,1h 22min
3946,6 October 2000 (USA),15,Get Carter (2000),Action|Drama|Thriller,Stephen Kay,1h 42min
3947,12 March 1971 (UK),18,Get Carter (1971),Action|Crime|Drama|Thriller,Mike Hodges,1h 52min
3948,15 December 2000 (UK),12,Meet the Parents (2000),Comedy,Jay Roach,1h 48min
3949,19 January 2001 (UK),18,Requiem for a Dream (2000),Drama,Darren Aronofsky,1h 42min
3950,18 May 2001 (UK),18,Tigerland (2000),Drama,Joel Schumacher,1h 41min
3951,27 October 2000 (USA),R,Two Family House (2000),Drama,Raymond De Felitta,1h 48min
3952,20 April 2001 (UK),15,"Contender, The (2000)",Drama|Thriller,Rod Lurie,2h 6min
3953,6 July 2001 (UK),12,Dr. T and the Women (2000),Comedy|Romance,Robert Altman,2h 2min
3955,13 July 2001 (UK),15,"Ladies Man, The (2000)",Comedy,Reginald Hudlin,1h 24min
3957,2 August 1971 (Sweden),18,Billy Jack (1971),Action|Drama,Tom Laughlin,1h 54min
3958,16 April 1977 (USA),,Billy Jack Goes to Washington (1977),Drama,Tom Laughlin,2h 35min
3959,25 August 1960 (Canada),PG,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,George Pal,1h 43min
3962,22 September 1987 (UK),15,Ghoulies II (1987),Comedy|Horror,Albert Band,1h 29min
3963,August 1964 (UK),U,"Unsinkable Molly Brown, The (1964)",Musical,Charles Walters,2h 8min
3964,19 May 1950 (UK),A,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,James Algar,1h 8min
3965,19 August 1946 (UK),A,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir,Lewis Milestone,1h 56min
3966,October 1946 (UK),A,Detour (1945),Crime|Film-Noir,Edgar G. Ulmer,1h 8min
3967,29 September 2000 (UK),15,Billy Elliot (2000),Drama,Stephen Daldry,1h 50min
3968,10 November 2000 (UK),12,Bedazzled (2000),Comedy,Harold Ramis,1h 33min
3969,26 January 2001 (UK),12,Pay It Forward (2000),Drama,Mimi Leder,2h 3min
3971,21 November 1980 (USA),A,"Private Eyes, The (1981)",Comedy|Mystery,Lang Elliott,1h 31min
3972,3 February 1994 (Hong Kong),12,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,Chia-Liang Liu,1h 42min
3973,27 October 2000 (UK),15,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,Joe Berlinger,1h 30min
3974,13 October 2000 (UK),U,"Little Vampire, The (2000)",Adventure|Children,Uli Edel,1h 35min
3977,24 November 2000 (UK),15,Charlie's Angels (2000),Action|Comedy,McG,1h 38min
3978,23 February 2001 (UK),PG,"Legend of Bagger Vance, The (2000)",Drama|Romance,Robert Redford,2h 6min
3979,17 November 2000 (UK),12,Little Nicky (2000),Comedy,Steven Brill,1h 30min
3980,30 March 2001 (UK),15,Men of Honor (2000),Drama,George Tillman Jr.,2h 9min
3981,1 December 2000 (UK),12,Red Planet (2000),Action|Sci-Fi|Thriller,Antony Hoffman,1h 46min
3983,23 March 2001 (UK),15,You Can Count on Me (2000),Drama|Romance,Kenneth Lonergan,1h 51min
3984,30 December 1971 (UK),12,Diamonds Are Forever (1971),Action|Adventure|Thriller,Guy Hamilton,2h
3985,25 December 1976 (Finland),A,"Eagle Has Landed, The (1976)",Drama|War,John Sturges,2h 15min
3986,15 December 2000 (UK),15,"6th Day, The (2000)",Action|Sci-Fi|Thriller,Roger Spottiswoode,2h 3min
3987,19 January 2001 (UK),12,Bounce (2000),Drama|Romance,Don Roos,1h 46min
3988,1 December 2000 (UK),PG,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,Ron Howard,1h 44min
3989,12 July 2001 (Germany),15,One Day in September (1999),Documentary,Kevin Macdonald,1h 34min
3990,6 April 2001 (UK),U,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy,Stig Bergqvist,1h 18min
3991,8 December 2000 (UK),U,102 Dalmatians (2000),Children|Comedy,Kevin Lima,1h 40min
3992,16 March 2001 (UK),15,Malèna (2000),Drama|Romance|War,Giuseppe Tornatore,1h 48min
3993,19 January 2001 (UK),18,Quills (2000),Drama|Romance,Philip Kaufman,2h 4min
3994,29 December 2000 (UK),12,Unbreakable (2000),Drama|Sci-Fi,M. Night Shyamalan,1h 46min
3996,5 January 2001 (UK),12,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,Ang Lee,2h
3997,9 February 2001 (UK),12,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,Courtney Solomon,1h 47min
3998,2 March 2001 (UK),15,Proof of Life (2000),Drama,Taylor Hackford,2h 15min
3999,19 January 2001 (UK),12,Vertical Limit (2000),Action|Adventure,Martin Campbell,2h 4min
4000,5 October 1984 (UK),15,"Bounty, The (1984)",Adventure|Drama,Roger Donaldson,2h 12min
4002,12 February 1988 (UK),15,"Planes, Trains & Automobiles (1987)",Comedy,John Hughes,1h 33min
4003,5 February 1988 (USA),15,She's Having a Baby (1988),Comedy,John Hughes,1h 46min
4005,30 June 1987 (UK),PG,"Living Daylights, The (1987)",Action|Adventure|Thriller,John Glen,2h 10min
4006,5 December 1986 (UK),U,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,Nelson Shin,1h 24min
4007,29 April 1988 (UK),15,Wall Street (1987),Drama,Oliver Stone,2h 6min
4008,2 March 1990 (UK),18,Born on the Fourth of July (1989),Drama|War,Oliver Stone,2h 25min
4009,15 September 1989 (UK),15,Talk Radio (1988),Drama,Oliver Stone,1h 50min
4010,16 August 1985 (UK),PG,Brewster's Millions (1985),Comedy,Walter Hill,1h 42min
4011,1 September 2000 (UK),18,Snatch (2000),Comedy|Crime|Thriller,Guy Ritchie,1h 44min
4012,7 October 1988 (USA),15,Punchline (1988),Comedy|Drama,David Seltzer,2h 8min
4014,2 March 2001 (UK),12,Chocolat (2000),Drama|Romance,Lasse Hallström,2h 1min
4015,9 February 2001 (UK),15,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,Danny Leiner,1h 23min
4016,16 February 2001 (UK),U,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,Mark Dindal,1h 18min
4017,24 May 2002 (UK),18,Pollock (2000),Drama,Ed Harris,2h 2min
4018,2 February 2001 (UK),12,What Women Want (2000),Comedy|Romance,Nancy Meyers,2h 7min
4019,23 February 2001 (UK),12,Finding Forrester (2000),Drama,Gus Van Sant,2h 16min
4020,2 March 2001 (UK),15,"Gift, The (2000)",Thriller,Sam Raimi,1h 52min
4021,15 June 2001 (UK),R,Before Night Falls (2000),Drama,Julian Schnabel,2h 13min
4022,12 January 2001 (UK),12,Cast Away (2000),Drama,Robert Zemeckis,2h 23min
4023,22 December 2000 (UK),12,"Family Man, The (2000)",Comedy|Drama|Romance,Brett Ratner,2h 5min
4024,13 October 2000 (UK),PG,"House of Mirth, The (2000)",Romance,Terence Davies,2h 15min
4025,23 March 2001 (UK),12,Miss Congeniality (2000),Comedy|Crime,Donald Petrie,1h 49min
4027,15 September 2000 (UK),12,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,Joel Coen,1h 47min
4029,16 February 2001 (UK),15,State and Main (2000),Comedy|Drama,David Mamet,1h 45min
4030,15 June 2001 (UK),15,Dracula 2000 (2000),Horror,Patrick Lussier,1h 39min
4031,25 May 2001 (UK),15,All the Pretty Horses (2000),Drama|Romance|Western,Billy Bob Thornton,1h 56min
4032,23 March 2001 (Ireland),15,"Everlasting Piece, An (2000)",Comedy,Barry Levinson,1h 43min
4033,16 March 2001 (UK),12,Thirteen Days (2000),Drama|Thriller|War,Roger Donaldson,2h 25min
4034,26 January 2001 (UK),18,Traffic (2000),Crime|Drama|Thriller,Steven Soderbergh,2h 27min
4035,2 February 2001 (UK),15,"Claim, The (2000)",Romance|Western,Michael Winterbottom,2h
4036,2 February 2001 (UK),15,Shadow of the Vampire (2000),Drama|Horror,E. Elias Merhige,1h 32min
4037,14 October 1987 (USA),15,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,David Mamet,1h 42min
4039,7 July 1982 (UK),U,Annie (1982),Children|Musical,John Huston,2h 6min
4040,22 May 1992 (UK),15,Don't Tell Mom the Babysitter's Dead (1991),Comedy,Stephen Herek,1h 42min
4041,11 February 1983 (UK),15,"Officer and a Gentleman, An (1982)",Drama|Romance,Taylor Hackford,2h 4min
4042,27 October 1960 (UK),U,"Alamo, The (1960)",Action|Drama|War|Western,John Wayne,2h 42min
4043,18 April 1986 (USA),,At Close Range (1986),Crime|Drama,James Foley,1h 51min
4046,25 November 1956 (USA),U,Friendly Persuasion (1956),Drama,William Wyler,2h 17min
4047,23 September 1994 (UK),PG,Gettysburg (1993),Drama|War,Ron Maxwell,4h 31min
4051,16 April 1960 (West Germany),,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi,Fritz Böttger,1h 29min
4052,4 May 2001 (UK),12,Antitrust (2001),Crime|Drama|Thriller,Peter Howitt,1h 48min
4053,12 January 2001 (USA),12,Double Take (2001),Action|Comedy,George Gallo,1h 28min
4054,30 March 2001 (UK),12,Save the Last Dance (2001),Drama|Romance,Thomas Carter,1h 52min
4055,26 April 2001 (Singapore),15,Panic (2000),Drama,Henry Bromell,1h 28min
4056,12 October 2001 (UK),15,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller,Sean Penn,2h 4min
4061,28 February 1992 (UK),PG,The Man in the Moon (1991),Drama|Romance,Robert Mulligan,1h 39min
4062,5 January 1990 (UK),15,Mystic Pizza (1988),Comedy|Drama|Romance,Donald Petrie,1h 44min
4063,10 July 1992 (USA),PG-13,Prelude to a Kiss (1992),Comedy|Drama|Romance,Norman René,1h 45min
4064,11 May 1973 (USA),Rejected,Coffy (1973),Action|Crime|Thriller,Jack Hill,1h 30min
4065,5 April 1974 (USA),X,Foxy Brown (1974),Action|Crime|Drama,Jack Hill,1h 32min
4066,23 February 1989 (West Germany),15,I'm Gonna Git You Sucka (1988),Action|Comedy,Keenen Ivory Wayans,1h 28min
4067,21 May 1993 (UK),15,Untamed Heart (1993),Drama|Romance,Tony Bill,1h 42min
4068,26 January 2001 (USA),15,Sugar & Spice (2001),Comedy,Francine McDougall,1h 21min
4069,6 April 2001 (UK),PG-13,"Wedding Planner, The (2001)",Comedy|Romance,Adam Shankman,1h 43min
4074,14 September 2000 (Germany),,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama,Volker Schlöndorff,1h 43min
4077,10 November 2000 (UK),15,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller,Dominik Moll,1h 57min
4078,24 October 1987 (Japan),PG,Amazing Grace and Chuck (1987),Drama,Mike Newell,1h 54min
4079,18 September 1987 (USA),15,Amazon Women on the Moon (1987),Comedy|Sci-Fi,Joe Dante,1h 25min
4080,18 March 1988 (UK),PG,Baby Boom (1987),Comedy,Charles Shyer,1h 50min
4081,7 August 1987 (USA),PG,Back to the Beach (1987),Comedy,Lyndall Hobbs,1h 32min
4082,16 October 1987 (USA),18,Barfly (1987),Comedy|Drama|Romance,Barbet Schroeder,1h 40min
4083,25 September 1987 (USA),18,Best Seller (1987),Thriller,John Flynn,1h 35min
4084,16 October 1987 (UK),15,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,Tony Scott,1h 40min
4085,25 January 1985 (UK),15,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,Martin Brest,1h 45min
4086,28 August 1987 (USA),18,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller,Jim McBride,1h 42min
4089,21 August 1987 (USA),15,Born in East L.A. (1987),Comedy,Cheech Marin,1h 25min
4090,20 November 1987 (UK),U,"Brave Little Toaster, The (1987)",Animation|Children,Jerry Rees,1h 30min
4091,14 August 1987 (USA),,Can't Buy Me Love (1987),Comedy|Romance,Steve Rash,1h 34min
4092,5 February 1988 (USA),15,Cherry 2000 (1987),Romance|Sci-Fi,Steve De Jarnatt,1h 39min
4093,11 March 1988 (USA),18,Cop (1988),Thriller,James B. Harris,1h 50min
4102,25 November 1987 (UK),15,Eddie Murphy Raw (1987),Comedy|Documentary,Robert Townsend,1h 33min
4103,23 March 1988 (UK),PG,Empire of the Sun (1987),Action|Adventure|Drama|War,Steven Spielberg,2h 33min
4104,22 May 1987 (USA),,Ernest Goes to Camp (1987),Comedy,John R. Cherry III,1h 32min
4105,16 January 1983 (UK),(Banned),"Evil Dead, The (1981)",Fantasy|Horror|Thriller,Sam Raimi,1h 25min
4109,22 April 1988 (UK),15,Flowers in the Attic (1987),Drama|Thriller,Jeffrey Bloom,1h 33min
4110,20 March 1987 (UK),15,"Fourth Protocol, The (1987)",Thriller,John Mackenzie,1h 59min
4111,8 May 1987 (USA),15,Gardens of Stone (1987),Drama|War,Francis Ford Coppola,1h 51min
4113,27 May 1987 (France),,"Glass Menagerie, The (1987)",Drama,Paul Newman,2h 14min
4115,6 November 1987 (USA),15,Hiding Out (1987),Comedy,Bob Giraldi,1h 38min
4116,20 March 1987 (USA),15,Hollywood Shuffle (1987),Comedy,Robert Townsend,1h 18min
4117,19 February 1988 (USA),15,Hope and Glory (1987),Drama,John Boorman,1h 53min
4121,27 November 1987 (UK),PG,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,Joe Dante,2h
4123,15 May 1987 (USA),,Ishtar (1987),Comedy,Elaine May,1h 47min
4124,21 August 1987 (UK),12,Jaws: The Revenge (1987),Horror|Thriller,Joseph Sargent,1h 29min
4125,18 December 1987 (USA),PG,Leonard Part 6 (1987),Comedy|Sci-Fi,Paul Weiland,1h 25min
4126,6 November 1987 (USA),18,Less Than Zero (1987),Drama,Marek Kanievska,1h 38min
4127,16 December 1988 (UK),,"Like Father, Like Son (1987)",Comedy,Rod Daniel,1h 36min
4128,23 October 1987 (UK),15,"Lost Boys, The (1987)",Comedy|Horror|Thriller,Joel Schumacher,1h 37min
4129,6 November 1987 (USA),12,Made in Heaven (1987),Fantasy|Romance,Alan Rudolph,1h 43min
4130,31 July 1987 (USA),15,Maid to Order (1987),Comedy|Fantasy,Amy Holden Jones,1h 33min
4131,3 April 1987 (USA),15,Making Mr. Right (1987),Comedy|Romance|Sci-Fi,Susan Seidelman,1h 38min
4132,15 May 1987 (UK),PG,Mannequin (1987),Comedy|Romance,Michael Gottlieb,1h 30min
4133,26 December 1987 (UK),PG,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,Gary Goddard,1h 46min
4135,14 August 1987 (USA),15,"Monster Squad, The (1987)",Adventure|Comedy|Horror,Fred Dekker,1h 19min
4138,24 April 1987 (USA),15,My Demon Lover (1987),Comedy|Horror,Charlie Loventhal,1h 30min
4139,23 October 1987 (USA),15,No Man's Land (1987),Crime|Drama,Peter Werner,1h 47min
4141,2 February 2001 (USA),PG-13,Head Over Heels (2001),Comedy|Romance,Mark Waters,1h 26min
4142,2 February 2001 (USA),12,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller,Vic Sarin,1h 40min
4143,13 April 2001 (UK),15,Valentine (2001),Horror|Mystery,Jamie Blanks,1h 36min
4144,27 October 2000 (UK),PG,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,Kar-Wai Wong,1h 38min
4146,28 April 2000 (UK),15,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance,Wim Wenders,2h 2min
4147,3 October 2003 (UK),15,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance,Cesc Gay,1h 31min
4148,16 February 2001 (UK),18,Hannibal (2001),Horror|Thriller,Ridley Scott,2h 11min
4149,11 January 2002 (UK),15,Saving Silverman (Evil Woman) (2001),Comedy|Romance,Dennis Dugan,1h 30min
4152,10 May 2000 (France),PG-13,Vatel (2000),Drama,Roland Joffé,1h 43min
4153,8 June 2001 (UK),12,Down to Earth (2001),Comedy|Fantasy|Romance,Chris Weitz,1h 27min
4154,27 July 2001 (UK),U,Recess: School's Out (2001),Animation|Children,Chuck Sheetz,1h 22min
4155,13 July 2001 (UK),12,Sweet November (2001),Drama|Romance,Pat O'Connor,1h 59min
4156,3 May 2000 (France),15,Company Man (2000),Comedy,Peter Askin,1h 35min
4157,1 March 2001 (New Zealand),12,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance,Harry Sinclair,1h 27min
4158,1 June 2001 (UK),12,Monkeybone (2001),Animation|Comedy|Fantasy,Henry Selick,1h 33min
4159,23 February 2001 (USA),18,3000 Miles to Graceland (2001),Action|Thriller,Demian Lichtenstein,2h 5min
4160,4 August 2000 (UK),15,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,Patrice Leconte,1h 52min
4161,27 April 2001 (UK),15,"Mexican, The (2001)",Action|Comedy,Gore Verbinski,2h 3min
4164,20 September 2001 (Malaysia),15,"Caveman's Valentine, The (2001)",Drama,Kasi Lemmons,1h 45min
4166,1 June 2001 (UK),18,Series 7: The Contenders (2001),Action|Drama,Daniel Minahan,1h 26min
4167,23 March 2001 (UK),18,15 Minutes (2001),Thriller,John Herzfeld,2h
4168,8 June 2001 (UK),12,Get Over It (2001),Comedy|Romance,Tommy O'Haver,1h 27min
4171,20 December 2001 (Australia),,Long Night's Journey Into Day (2000),Documentary,Deborah Hoffmann,1h 34min
4174,1 March 1991 (UK),U,Avalon (1990),Drama,Barry Levinson,2h 8min
4175,19 March 1997 (USA),,Gray's Anatomy (1996),Comedy|Drama,Steven Soderbergh,1h 20min
4178,12 January 1940 (USA),PG,Of Mice and Men (1939),Drama,Lewis Milestone,1h 46min
4180,22 August 1986 (USA),18,Reform School Girls (1986),Action|Drama,Tom DeSimone,1h 34min
4181,21 October 1988 (USA),15,Tapeheads (1988),Comedy,Bill Fishman,1h 33min
4184,16 February 1948 (USA),U,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,Henry Koster,1h 49min
4187,5 July 1963 (West Germany),U,Lilies of the Field (1963),Drama,Ralph Nelson,1h 34min
4189,9 April 1965 (UK),U,"Greatest Story Ever Told, The (1965)",Drama,George Stevens,4h 20min
4190,15 December 1960 (UK),A,Elmer Gantry (1960),Drama,Richard Brooks,2h 26min
4191,1 June 1966 (France),X,Alfie (1966),Comedy|Drama|Romance,Lewis Gilbert,1h 54min
4193,22 September 2000 (USA),PG,"Fantasticks, The (1995)",Musical,Michael Ritchie,1h 26min
4194,17 December 1945 (UK),U,I Know Where I'm Going! (1945),Drama|Romance|War,Michael Powell,1h 31min
4195,26 August 1971 (UK),X,"Abominable Dr. Phibes, The (1971)",Horror|Mystery,Robert Fuest,1h 34min
4197,23 March 1979 (USA),,Real Life (1979),Comedy,Albert Brooks,1h 39min
4198,19 February 1981 (UK),A,Battle Beyond the Stars (1980),Sci-Fi,Jimmy T. Murakami,1h 44min
4200,31 January 1992 (UK),18,Double Impact (1991),Action,Sheldon Lettich,1h 50min
