movieId,releaseDate,Certification,title,genres,Main_director,Duration
2017,15 December 1961 (UK),U,Babes in Toyland (1961),Children|Fantasy|Musical,Jack Donohue,106
2018,1 January 1943 (UK),U,Bambi (1942),Animation|Children|Drama,James Algar,70
2019,26 April 1954 (Japan),A,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,Akira Kurosawa,207
2020,10 March 1989 (UK),15,Dangerous Liaisons (1988),Drama|Romance,Stephen Frears,119
2021,14 December 1984 (UK),,Dune (1984),Adventure|Sci-Fi,David Lynch,137
2022,9 September 1988 (UK),18,"Last Temptation of Christ, The (1988)",Drama,Martin Scorsese,164
2023,8 March 1991 (UK),15,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,Francis Ford Coppola,162
2024,3 July 1992 (UK),18,"Rapture, The (1991)",Drama|Mystery,Michael Tolkin,100
2025,8 May 1998 (UK),18,Lolita (1997),Drama|Romance,Adrian Lyne,137
2026,13 August 1999 (UK),15,Disturbing Behavior (1998),Horror|Thriller,David Nutter,84
2027,24 July 1998 (USA),12,Jane Austen's Mafia! (1998),Comedy|Crime,Jim Abrahams,87
2028,11 September 1998 (UK),15,Saving Private Ryan (1998),Action|Drama|War,Steven Spielberg,169
2032,11 April 1971 (UK),U,"Barefoot Executive, The (1971)",Children|Comedy,Robert Butler,96
2033,11 October 1985 (UK),U,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,Ted Berman,80
2034,19 December 1979 (UK),A,"Black Hole, The (1979)",Children|Sci-Fi,Gary Nelson,98
2035,7 April 1968 (UK),U,Blackbeard's Ghost (1968),Children|Comedy,Robert Stevenson,106
2036,5 August 1994 (UK),PG,Blank Check (1994),Children|Comedy,Rupert Wainwright,93
2037,March 1978 (UK),U,Candleshoe (1977),Adventure|Children|Comedy,Norman Tokar,101
2038,22 October 1978 (UK),U,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,Norman Tokar,104
2040,26 January 1970 (UK),U,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,Robert Butler,91
2041,2 July 1981 (UK),U,Condorman (1981),Action|Adventure|Children|Comedy,Charles Jarrott,90
2042,23 December 1994 (UK),U,D2: The Mighty Ducks (1994),Children|Comedy,Sam Weisman,106
2043,30 March 1960 (UK),U,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,Robert Stevenson,93
2044,20 January 1981 (UK),A,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,Steven Hilliard Stern,96
2046,5 September 1986 (UK),U,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,Randal Kleiser,90
2048,10 October 1986 (UK),U,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,Ron Clements,74
2050,9 July 1981 (UK),U,Herbie Goes Bananas (1980),Adventure|Children|Comedy,Vincent McEveety,100
2051,23 June 1978 (UK),U,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,Vincent McEveety,105
2052,29 October 1993 (UK),PG,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,Kenny Ortega,96
2053,5 February 1993 (UK),U,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,Randal Kleiser,89
2054,9 February 1990 (UK),U,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,Joe Johnston,93
2055,5 July 1978 (USA),U,Hot Lead and Cold Feet (1978),Action|Comedy|Western,Robert Butler,90
2056,21 December 1962 (USA),U,In Search of the Castaways (1962),Adventure|Children,Robert Stevenson,98
2057,24 May 1964 (UK),U,"Incredible Journey, The (1963)",Adventure|Children,Fletcher Markle,80
2058,27 November 1998 (UK),15,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,F. Gary Gray,140
2059,11 December 1998 (UK),U,"Parent Trap, The (1998)",Children|Comedy|Romance,Nancy Meyers,128
2060,28 August 1998 (UK),15,BASEketball (1998),Comedy,David Zucker,103
2064,27 April 1990 (UK),15,Roger & Me (1989),Documentary,Michael Moore,91
2065,19 April 1985 (USA),PG,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,Woody Allen,82
2066,December 1947 (USA),A,Out of the Past (1947),Film-Noir,Jacques Tourneur,97
2067,27 April 1966 (UK),A,Doctor Zhivago (1965),Drama|Romance|War,David Lean,197
2068,17 December 1982 (Sweden),15,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,Ingmar Bergman,188
2069,24 January 1986 (USA),U,"Trip to Bountiful, The (1985)",Drama,Peter Masterson,108
2070,4 March 1983 (Canada),PG,Tender Mercies (1983),Drama|Romance|Western,Bruce Beresford,92
2071,TV Movie 11 September 1993,12,And the Band Played On (1993),Drama,Roger Spottiswoode,141
2072,21 November 1989 (UK),12,"'burbs, The (1989)",Comedy,Joe Dante,102
2073,25 January 1985 (USA),15,Fandango (1985),Comedy,Kevin Reynolds,91
2074,3 April 1974 (France),X,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,Liliana Cavani,118
2075,8 October 1981 (Hungary),AA,Mephisto (1981),Drama|War,István Szabó,144
2076,10 April 1987 (UK),18,Blue Velvet (1986),Drama|Mystery|Thriller,David Lynch,2
2077,7 February 1986 (UK),PG,"Journey of Natty Gann, The (1985)",Adventure|Children,Jeremy Kagan,101
2078,18 October 1967 (USA),U,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,Wolfgang Reitherman,78
2080,3 January 1956 (UK),U,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,Clyde Geronimi,76
2081,12 October 1990 (UK),U,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,Ron Clements,83
2082,2 July 1993 (UK),PG,"Mighty Ducks, The (1992)",Children|Comedy,Stephen Herek,104
2083,18 December 1992 (UK),U,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,Brian Henson,85
2084,14 August 1992 (UK),PG,Newsies (1992),Children|Musical,Kenny Ortega,121
2085,31 March 1961 (UK),U,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,Clyde Geronimi,79
2087,27 July 1953 (UK),U,Peter Pan (1953),Animation|Children|Fantasy|Musical,Clyde Geronimi,77
2088,9 April 1981 (UK),A,Popeye (1980),Adventure|Comedy|Musical,Robert Altman,114
2089,11 October 1991 (UK),U,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,Hendel Butoy,77
2090,14 October 1977 (UK),U,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,John Lounsbery,78
2091,2 November 1978 (UK),U,Return from Witch Mountain (1978),Children|Sci-Fi,John Hough,95
2092,Video 31 January 1995,U,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,Toby Shelton,69
2093,11 July 1985 (UK),U,Return to Oz (1985),Adventure|Children|Fantasy,Walter Murch,113
2094,2 August 1991 (UK),PG,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,Joe Johnston,108
2095,24 July 1977 (UK),U,"Shaggy D.A., The (1976)",Children|Comedy,Robert Stevenson,91
2096,25 December 1959 (USA),U,Sleeping Beauty (1959),Animation|Children|Musical,Clyde Geronimi,75
2097,22 September 1983 (UK),PG,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,Jack Clayton,95
2098,16 January 1963 (USA),U,Son of Flubber (1963),Children|Comedy,Robert Stevenson,100
2099,13 December 1946 (UK),U,Song of the South (1946),Adventure|Animation|Children|Musical,Harve Foster,94
2100,29 June 1984 (UK),PG,Splash (1984),Comedy|Fantasy|Romance,Ron Howard,111
2102,24 December 1931 (UK),U,Steamboat Willie (1928),Animation|Children|Comedy|Musical,Ub Iwerks,8
2103,24 March 1995 (USA),PG,Tall Tale (1995),Adventure|Children|Fantasy|Western,Jeremiah S. Chechik,96
2104,30 July 1982 (USA),PG,Tex (1982),Drama,Tim Hunter,103
2105,21 October 1982 (UK),A,Tron (1982),Action|Adventure|Sci-Fi,Steven Lisberger,96
2106,11 June 1993 (UK),12,Swing Kids (1993),Drama|War,Thomas Carter,112
2107,23 October 1998 (UK),18,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,Steve Miner,86
2108,17 May 1991 (UK),15,L.A. Story (1991),Comedy|Romance,Mick Jackson,95
2109,14 March 1980 (UK),AA,"Jerk, The (1979)",Comedy,Carl Reiner,94
2110,18 June 1982 (UK),A,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,Carl Reiner,88
2111,3 June 1983 (USA),15,"Man with Two Brains, The (1983)",Comedy,Carl Reiner,93
2112,1 May 1992 (UK),15,Grand Canyon (1991),Crime|Drama,Lawrence Kasdan,134
2114,18 August 1983 (UK),PG,"Outsiders, The (1983)",Drama,Francis Ford Coppola,91
2115,15 June 1984 (UK),,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,Steven Spielberg,118
2116,5 July 1979 (UK),A,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,Ralph Bakshi,132
2117,10 October 1984 (UK),15,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,Michael Radford,113
2118,13 January 1984 (UK),18,"Dead Zone, The (1983)",Thriller,David Cronenberg,103
2119,25 July 1986 (USA),18,Maximum Overdrive (1986),Horror,Stephen King,98
2120,8 July 1994 (UK),15,Needful Things (1993),Drama|Horror,Fraser C. Heston,2
2121,18 November 1983 (UK),18,Cujo (1983),Horror|Thriller,Lewis Teague,93
2122,9 March 1984 (USA),18,Children of the Corn (1984),Horror|Thriller,Fritz Kiersch,92
2123,8 February 1990 (UK),U,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,Don Bluth,84
2124,13 December 1991 (UK),PG,"Addams Family, The (1991)",Children|Comedy|Fantasy,Barry Sonnenfeld,99
2125,9 October 1998 (UK),PG,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,Andy Tennant,121
2126,6 November 1998 (UK),15,Snake Eyes (1998),Action|Crime|Mystery|Thriller,Brian De Palma,98
2130,3 September 1980 (France),AA,Atlantic City (1980),Crime|Drama|Romance,Louis Malle,104
2131,8 October 1978 (Sweden),AA,Autumn Sonata (Höstsonaten) (1978),Drama,Ingmar Bergman,99
2132,12 March 1967 (UK),X,Who's Afraid of Virginia Woolf? (1966),Drama,Mike Nichols,131
2133,3 July 1987 (USA),12,Adventures in Babysitting (1987),Adventure|Comedy,Chris Columbus,102
2134,1 November 1985 (UK),15,Weird Science (1985),Comedy|Fantasy|Sci-Fi,John Hughes,94
2135,13 December 1967 (UK),U,Doctor Dolittle (1967),Adventure|Children|Musical,Richard Fleischer,152
2136,7 May 1964 (UK),U,"Nutty Professor, The (1963)",Comedy|Sci-Fi,Jerry Lewis,107
2137,1 March 1973 (USA),U,Charlotte's Web (1973),Animation|Children,Charles A. Nichols,94
2138,13 December 1978 (UK),U,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,Martin Rosen,91
2139,22 July 1982 (UK),U,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,Don Bluth,82
2140,17 February 1983 (UK),A,"Dark Crystal, The (1982)",Adventure|Fantasy,Jim Henson,93
2141,24 July 1987 (UK),U,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,Don Bluth,80
2142,13 December 1991 (UK),U,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,Phil Nibbelink,75
2143,13 December 1985 (UK),PG,Legend (1985),Adventure|Fantasy|Romance,Ridley Scott,94
2144,14 September 1984 (UK),15,Sixteen Candles (1984),Comedy|Romance,John Hughes,93
2145,25 April 1986 (UK),15,Pretty in Pink (1986),Comedy|Drama|Romance,Howard Deutch,97
2146,1 November 1985 (UK),15,St. Elmo's Fire (1985),Drama|Romance,Joel Schumacher,110
2147,17 January 1986 (USA),18,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,Michael Chapman,98
2148,28 February 1986 (USA),15,House (1986),Comedy|Fantasy|Horror,Steve Miner,93
2149,15 May 1987 (UK),15,House II: The Second Story (1987),Comedy|Fantasy|Horror,Ethan Wiley,88
2150,10 September 1980 (South Africa),A,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,Jamie Uys,109
2151,13 October 1989 (South Africa),PG,"Gods Must Be Crazy II, The (1989)",Comedy,Jamie Uys,98
2152,14 August 1998 (USA),U,Air Bud: Golden Receiver (1998),Children|Comedy,Richard Martin,90
2153,14 August 1998 (UK),12,"Avengers, The (1998)",Action|Adventure,Jeremiah S. Chechik,89
2154,5 February 1999 (UK),15,How Stella Got Her Groove Back (1998),Drama|Romance,Kevin Rodney Sullivan,124
2155,27 November 1998 (UK),15,"Slums of Beverly Hills, The (1998)",Comedy|Drama,Tamara Jenkins,91
2156,6 February 1998 (Italy),PG,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,Pupi Avati,101
2159,12 July 1991 (UK),,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,John McNaughton,83
2160,24 January 1969 (UK),18,Rosemary's Baby (1968),Drama|Horror|Thriller,Roman Polanski,137
2161,4 April 1985 (UK),U,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,Wolfgang Petersen,102
2162,21 December 1990 (UK),U,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,George Miller,90
2163,25 December 1978 (Brazil),PG,Attack of the Killer Tomatoes! (1978),Comedy|Horror,John De Bello,83
2164,3 July 1987 (USA),18,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,Peter George,83
2165,12 February 1999 (UK),18,Your Friends and Neighbors (1998),Comedy|Drama,Neil LaBute,100
2166,16 April 1999 (UK),15,Return to Paradise (1998),Crime|Drama|Romance|Thriller,Joseph Ruben,111
2167,13 November 1998 (UK),18,Blade (1998),Action|Horror|Thriller,Stephen Norrington,2
2169,21 August 1998 (USA),15,Dead Man on Campus (1998),Comedy,Alan Cohn,96
2170,23 July 1998 (Germany),PG,Wrongfully Accused (1998),Action|Comedy,Pat Proft,87
2171,21 August 1998 (USA),12,Next Stop Wonderland (1998),Comedy|Drama|Romance,Brad Anderson,104
2172,21 August 1998 (Canada),12,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,Sarah Kernochan,97
2174,19 August 1988 (UK),15,Beetlejuice (1988),Comedy|Fantasy,Tim Burton,92
2175,16 October 1998 (UK),15,Déjà Vu (1997),Drama|Romance,Henry Jaglom,117
2176,25 September 1948 (USA),PG,Rope (1948),Crime|Drama|Thriller,Alfred Hitchcock,80
2177,12 September 1976 (UK),A,Family Plot (1976),Comedy|Thriller,Alfred Hitchcock,2
2178,14 April 1972 (Portugal),18,Frenzy (1972),Thriller,Alfred Hitchcock,116
2179,11 January 1970 (UK),A,Topaz (1969),Thriller,Alfred Hitchcock,143
2180,27 July 1966 (USA),A,Torn Curtain (1966),Thriller,Alfred Hitchcock,128
2181,17 July 1964 (USA),X,Marnie (1964),Drama|Mystery|Romance|Thriller,Alfred Hitchcock,130
2182,26 January 1957 (USA),A,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,Alfred Hitchcock,105
2183,1 June 1956 (USA),A,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,Alfred Hitchcock,2
2184,4 May 1956 (UK),PG,"Trouble with Harry, The (1955)",Comedy|Mystery,Alfred Hitchcock,99
2185,28 February 1953 (USA),A,I Confess (1953),Thriller,Alfred Hitchcock,95
2186,30 June 1951 (USA),A,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,Alfred Hitchcock,101
2187,15 April 1950 (USA),A,Stage Fright (1950),Mystery|Romance|Thriller,Alfred Hitchcock,110
2188,22 January 1999 (UK),15,54 (1998),Drama,Mark Christopher,93
2190,28 August 1998 (USA),15,Why Do Fools Fall In Love? (1998),Drama,Gregory Nava,116
2193,9 December 1988 (UK),PG,Willow (1988),Action|Adventure|Fantasy,Ron Howard,126
2194,18 September 1987 (UK),15,"Untouchables, The (1987)",Action|Crime|Drama,Brian De Palma,119
2195,12 June 1998 (USA),12,Dirty Work (1998),Comedy,Bob Saget,82
2196,30 April 1999 (UK),18,Knock Off (1998),Action,Hark Tsui,91
2201,17 September 1948 (UK),A,"Paradine Case, The (1947)",Drama,Alfred Hitchcock,125
2202,28 January 1944 (USA),PG,Lifeboat (1944),Drama|War,Alfred Hitchcock,97
2203,15 January 1943 (USA),A,Shadow of a Doubt (1943),Crime|Drama|Thriller,Alfred Hitchcock,108
2204,24 April 1942 (USA),A,Saboteur (1942),Mystery|Thriller,Alfred Hitchcock,109
2205,31 January 1941 (USA),A,Mr. & Mrs. Smith (1941),Comedy|Romance,Alfred Hitchcock,95
2206,December 1941 (UK),A,Suspicion (1941),Film-Noir|Mystery|Thriller,Alfred Hitchcock,99
2207,16 October 1939 (UK),A,Jamaica Inn (1939),Drama,Alfred Hitchcock,108
2208,2 January 1939 (UK),A,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,Alfred Hitchcock,96
2210,8 February 1937 (UK),A,Sabotage (1936),Thriller,Alfred Hitchcock,76
2211,15 June 1936 (USA),A,Secret Agent (1936),Thriller,Alfred Hitchcock,86
2212,4 February 1935 (UK),A,"Man Who Knew Too Much, The (1934)",Drama|Thriller,Alfred Hitchcock,75
2226,1 October 1927 (UK),A,"Ring, The (1927)",Drama,Alfred Hitchcock,116
2227,14 February 1927 (UK),A,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,Alfred Hitchcock,92
2231,20 November 1998 (UK),15,Rounders (1998),Drama,John Dahl,121
2232,25 September 1998 (UK),15,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,Vincenzo Natali,90
2236,25 June 1999 (UK),PG,Simon Birch (1998),Drama,Mark Steven Johnson,114
2239,17 September 1975 (USA),,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,Lina Wertmüller,114
2240,26 September 1980 (USA),A,My Bodyguard (1980),Drama,Tony Bill,96
2241,20 October 1983 (UK),15,Class (1983),Comedy,Lewis John Carlino,98
2243,8 April 1988 (UK),15,Broadcast News (1987),Comedy|Drama|Romance,James L. Brooks,133
2244,1 May 1987 (USA),PG,"Allnighter, The (1987)",Comedy|Romance,Tamar Simon Hoffs,108
2245,30 March 1989 (UK),15,Working Girl (1988),Comedy|Drama|Romance,Mike Nichols,113
2247,23 June 1989 (UK),15,Married to the Mob (1988),Comedy,Jonathan Demme,104
2248,14 April 1989 (USA),15,Say Anything... (1989),Comedy|Drama|Romance,Cameron Crowe,100
2249,9 November 1990 (UK),PG,My Blue Heaven (1990),Comedy,Herbert Ross,97
2252,16 April 1993 (UK),15,Hero (1992),Comedy|Drama,Stephen Frears,119
2253,5 March 1993 (UK),PG,Toys (1992),Comedy|Fantasy,Barry Levinson,118
2255,16 July 1982 (USA),AA,Young Doctors in Love (1982),Comedy,Garry Marshall,96
2256,12 March 1982 (USA),18,Parasite (1982),Horror|Sci-Fi,Charles Band,85
2257,9 November 1984 (USA),15,No Small Affair (1984),Comedy|Romance,Jerry Schatzberg,102
2259,8 June 1984 (UK),15,Blame It on Rio (1984),Comedy|Romance,Stanley Donen,100
2260,2 January 1987 (USA),18,Wisdom (1986),Crime|Drama,Emilio Estevez,109
2261,8 August 1986 (USA),PG,One Crazy Summer (1986),Comedy,Savage Steve Holland,93
2262,12 September 1986 (UK),18,About Last Night... (1986),Comedy|Drama|Romance,Edward Zwick,113
2263,1 April 1988 (USA),15,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,Carl Schultz,97
2264,1 June 1990 (UK),15,We're No Angels (1989),Comedy|Crime,Neil Jordan,106
2265,23 August 1991 (UK),15,Nothing But Trouble (1991),Adventure|Comedy,Dan Aykroyd,94
2266,3 July 1992 (UK),15,"Butcher's Wife, The (1991)",Comedy|Romance,Terry Hughes,107
2267,25 October 1991 (UK),15,Mortal Thoughts (1991),Mystery|Thriller,Alan Rudolph,103
2268,1 January 1993 (UK),15,"Few Good Men, A (1992)",Crime|Drama|Thriller,Rob Reiner,138
2269,14 May 1993 (UK),15,Indecent Proposal (1993),Drama|Romance,Adrian Lyne,117
2271,23 April 1999 (Iceland),18,Permanent Midnight (1998),Drama,David Veloz,88
2272,18 September 1998 (USA),15,One True Thing (1998),Drama,Carl Franklin,127
2273,4 December 1998 (UK),15,Rush Hour (1998),Action|Comedy|Crime|Thriller,Brett Ratner,98
2275,18 September 1998 (USA),12,Six-String Samurai (1998),Action|Adventure|Sci-Fi,Lance Mungia,91
2278,20 November 1998 (UK),15,Ronin (1998),Action|Crime|Thriller,John Frankenheimer,122
2279,26 February 1999 (UK),18,Urban Legend (1998),Horror|Thriller,Jamie Blanks,99
2280,25 September 1998 (USA),15,Clay Pigeons (1998),Crime,David Dobkin,104
2281,25 September 1998 (USA),18,Monument Ave. (1998),Action|Crime|Drama,Ted Demme,93
2282,5 February 1999 (UK),15,Pecker (1998),Comedy|Drama,John Waters,87
2283,30 November 1990 (UK),18,"Sheltering Sky, The (1990)",Drama,Bernardo Bertolucci,138
2286,8 August 1980 (USA),A,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,Piers Haggard,100
2287,19 June 1954 (USA),X,Them! (1954),Horror|Sci-Fi|Thriller,Gordon Douglas,94
2288,26 August 1982 (UK),X,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,John Carpenter,109
2289,26 June 1992 (UK),15,"Player, The (1992)",Comedy|Crime|Drama,Robert Altman,124
2290,26 September 1980 (USA),AA,Stardust Memories (1980),Comedy|Drama,Woody Allen,89
2291,26 July 1991 (UK),U,Edward Scissorhands (1990),Drama|Fantasy|Romance,Tim Burton,105
2292,Video 18 January 1999,15,Overnight Delivery (1998),Comedy|Romance,Jason Bloom,87
2294,6 November 1998 (UK),PG,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,Eric Darnell,83
2295,21 May 1999 (UK),15,"Impostors, The (1998)",Comedy,Stanley Tucci,101
2296,19 March 1999 (UK),15,"Night at the Roxbury, A (1998)",Comedy,John Fortenberry,82
2297,26 December 1998 (UK),15,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,Vincent Ward,113
2298,2 October 1998 (USA),18,Strangeland (1998),Thriller,John Pieplow,85
2300,10 November 1968 (USA),A,"Producers, The (1968)",Comedy,Mel Brooks,88
2301,8 October 1981 (UK),AA,History of the World: Part I (1981),Comedy|Musical,Mel Brooks,92
2302,17 July 1992 (UK),15,My Cousin Vinny (1992),Comedy,Jonathan Lynn,2
2303,18 September 1975 (UK),AA,Nashville (1975),Drama|Musical,Robert Altman,160
2304,18 September 1998 (UK),18,Love Is the Devil (1998),Drama,John Maybury,87
2306,19 February 1999 (UK),PG,Holy Man (1998),Comedy,Stephen Herek,114
2307,9 October 1998 (USA),R,One Tough Cop (1998),Action|Crime,Bruno Barreto,90
2310,26 December 1998 (UK),PG,"Mighty, The (1998)",Drama,Peter Chelsom,100
2311,5 March 1985 (UK),PG,2010: The Year We Make Contact (1984),Sci-Fi,Peter Hyams,116
2312,27 February 1987 (UK),15,Children of a Lesser God (1986),Drama,Randa Haines,119
2313,16 October 1980 (UK),AA,"Elephant Man, The (1980)",Drama,David Lynch,124
2314,5 March 1999 (UK),15,Beloved (1998),Drama,Jonathan Demme,172
2315,18 June 1999 (UK),18,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,Ronny Yu,89
2316,22 January 1999 (UK),12,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,Griffin Dunne,104
2318,16 April 1999 (UK),18,Happiness (1998),Comedy|Drama,Todd Solondz,134
2320,21 May 1999 (UK),15,Apt Pupil (1998),Drama|Thriller,Bryan Singer,111
2321,12 March 1999 (UK),12,Pleasantville (1998),Comedy|Drama|Fantasy,Gary Ross,124
2322,12 November 1998 (UK),18,Soldier (1998),Action|Sci-Fi|War,Paul W.S. Anderson,99
2323,23 October 1998 (USA),PG-13,"Cruise, The (1998)",Documentary,Bennett Miller,76
2324,12 February 1999 (UK),PG,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,Roberto Benigni,116
2325,9 April 1999 (UK),18,Orgazmo (1997),Comedy,Trey Parker,94
2327,4 May 1990 (USA),18,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,John Harrison,93
2328,29 October 1999 (UK),18,Vampires (1998),Horror|Western,John Carpenter,108
2329,26 March 1999 (UK),18,American History X (1998),Crime|Drama,Tony Kaye,119
2330,10 July 1998 (USA),PG,Hands on a Hard Body (1996),Comedy|Documentary,S.R. Bindler,98
2331,22 January 1999 (UK),15,Living Out Loud (1998),Comedy|Drama|Romance,Richard LaGravenese,100
2332,2 July 1999 (UK),18,Belly (1998),Crime|Drama,Hype Williams,96
2333,26 March 1999 (UK),15,Gods and Monsters (1998),Drama,Bill Condon,105
2334,8 January 1999 (UK),15,"Siege, The (1998)",Action|Thriller,Edward Zwick,116
2335,30 April 1999 (UK),12,"Waterboy, The (1998)",Comedy,Frank Coraci,90
2336,23 October 1998 (UK),15,Elizabeth (1998),Drama,Shekhar Kapur,124
2337,23 October 1998 (UK),18,Velvet Goldmine (1998),Drama,Todd Haynes,118
2338,7 May 1999 (UK),18,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,Danny Cannon,100
2339,13 November 1998 (USA),PG,I'll Be Home For Christmas (1998),Comedy|Romance,Arlene Sanford,86
2340,15 January 1999 (UK),12,Meet Joe Black (1998),Romance,Martin Brest,178
2342,25 October 1996 (Canada),R,Hard Core Logo (1996),Comedy|Drama,Bruce McDonald,92
2344,30 May 1986 (UK),18,Runaway Train (1985),Action|Adventure|Drama|Thriller,Andrey Konchalovskiy,111
2346,12 February 1975 (USA),AA,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,Bryan Forbes,115
2347,29 November 1984 (UK),15,"Pope of Greenwich Village, The (1984)",Drama,Stuart Rosenberg,121
2348,29 August 1986 (Finland),18,Sid and Nancy (1986),Drama,Alex Cox,112
2349,19 September 1986 (UK),18,Mona Lisa (1986),Comedy|Thriller,Neil Jordan,104
2350,5 October 1990 (UK),15,Heart Condition (1990),Comedy,James D. Parriott,100
2351,16 October 1957 (France),X,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,Federico Fellini,110
2352,23 February 1984 (UK),15,"Big Chill, The (1983)",Comedy|Drama,Lawrence Kasdan,105
2353,26 December 1998 (UK),15,Enemy of the State (1998),Action|Thriller,Tony Scott,132
2354,26 March 1999 (UK),U,"Rugrats Movie, The (1998)",Animation|Children|Comedy,Igor Kovalyov,79
2355,5 February 1999 (UK),U,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,John Lasseter,95
2356,18 June 1999 (UK),18,Celebrity (1998),Comedy,Woody Allen,113
2357,12 March 1999 (UK),15,Central Station (Central do Brasil) (1998),Drama,Walter Salles,110
2358,19 June 1998 (UK),18,Savior (1998),Drama|War,Predrag Antonijevic,103
2359,19 March 1999 (UK),PG,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,Kirk Jones,91
2360,5 March 1999 (UK),15,"Celebration, The (Festen) (1998)",Drama,Thomas Vinterberg,105
2361,October 1979 (West Germany),NC-17,Pink Flamingos (1972),Comedy,John Waters,93
2362,April 1953 (USA),Rejected,Glen or Glenda (1953),Drama,Edward D. Wood Jr.,65
2363,14 October 2005 (UK),X,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,Ishirô Honda,96
2364,15 December 1984 (Japan),,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,Koji Hashimoto,87
