movieId,title,genres,Main_director,Duration
4116,Hollywood Shuffle (1987),Comedy,Robert Townsend,1h 18min
4117,Hope and Glory (1987),Drama,John Boorman,1h 53min
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,Joe Dante,2h
4123,Ishtar (1987),Comedy,Elaine May,1h 47min
4124,Jaws: The Revenge (1987),Horror|Thriller,Joseph Sargent,1h 29min
4125,Leonard Part 6 (1987),Comedy|Sci-Fi,Paul Weiland,1h 25min
4126,Less Than Zero (1987),Drama,Marek Kanievska,1h 38min
4127,"Like Father, Like Son (1987)",Comedy,Rod Daniel,1h 36min
4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller,Joel Schumacher,1h 37min
4129,Made in Heaven (1987),Fantasy|Romance,Alan Rudolph,1h 43min
4130,Maid to Order (1987),Comedy|Fantasy,Amy Holden Jones,1h 33min
4131,Making Mr. Right (1987),Comedy|Romance|Sci-Fi,Susan Seidelman,1h 38min
4132,Mannequin (1987),Comedy|Romance,Michael Gottlieb,1h 30min
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,Gary Goddard,1h 46min
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror,Fred Dekker,1h 19min
4138,My Demon Lover (1987),Comedy|Horror,Charlie Loventhal,1h 30min
4139,No Man's Land (1987),Crime|Drama,Peter Werner,1h 47min
4141,Head Over Heels (2001),Comedy|Romance,Mark Waters,1h 26min
4142,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller,Vic Sarin,1h 40min
4143,Valentine (2001),Horror|Mystery,Jamie Blanks,1h 36min
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,Kar-Wai Wong,1h 38min
4146,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance,Wim Wenders,2h 2min
4147,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance,Cesc Gay,1h 31min
4148,Hannibal (2001),Horror|Thriller,Ridley Scott,2h 11min
4149,Saving Silverman (Evil Woman) (2001),Comedy|Romance,Dennis Dugan,1h 30min
4152,Vatel (2000),Drama,Roland Joffé,1h 43min
4153,Down to Earth (2001),Comedy|Fantasy|Romance,Chris Weitz,1h 27min
4154,Recess: School's Out (2001),Animation|Children,Chuck Sheetz,1h 22min
4155,Sweet November (2001),Drama|Romance,Pat O'Connor,1h 59min
4156,Company Man (2000),Comedy,Peter Askin,1h 35min
4157,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance,Harry Sinclair,1h 27min
4158,Monkeybone (2001),Animation|Comedy|Fantasy,Henry Selick,1h 33min
4159,3000 Miles to Graceland (2001),Action|Thriller,Demian Lichtenstein,2h 5min
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,Patrice Leconte,1h 52min
4161,"Mexican, The (2001)",Action|Comedy,Gore Verbinski,2h 3min
4164,"Caveman's Valentine, The (2001)",Drama,Kasi Lemmons,1h 45min
4166,Series 7: The Contenders (2001),Action|Drama,Daniel Minahan,1h 26min
4167,15 Minutes (2001),Thriller,John Herzfeld,2h
4168,Get Over It (2001),Comedy|Romance,Tommy O'Haver,1h 27min
4171,Long Night's Journey Into Day (2000),Documentary,Deborah Hoffmann,1h 34min
4174,Avalon (1990),Drama,Barry Levinson,2h 8min
4175,Gray's Anatomy (1996),Comedy|Drama,Steven Soderbergh,1h 20min
4178,Of Mice and Men (1939),Drama,Lewis Milestone,1h 46min
4180,Reform School Girls (1986),Action|Drama,Tom DeSimone,1h 34min
4181,Tapeheads (1988),Comedy,Bill Fishman,1h 33min
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,Henry Koster,1h 49min
4187,Lilies of the Field (1963),Drama,Ralph Nelson,1h 34min
4189,"Greatest Story Ever Told, The (1965)",Drama,George Stevens,4h 20min
4190,Elmer Gantry (1960),Drama,Richard Brooks,2h 26min
4191,Alfie (1966),Comedy|Drama|Romance,Lewis Gilbert,1h 54min
4193,"Fantasticks, The (1995)",Musical,Michael Ritchie,1h 26min
4194,I Know Where I'm Going! (1945),Drama|Romance|War,Michael Powell,1h 31min
4195,"Abominable Dr. Phibes, The (1971)",Horror|Mystery,Robert Fuest,1h 34min
4197,Real Life (1979),Comedy,Albert Brooks,1h 39min
4198,Battle Beyond the Stars (1980),Sci-Fi,Jimmy T. Murakami,1h 44min
4200,Double Impact (1991),Action,Sheldon Lettich,1h 50min
4202,Fuzz (1972),Drama,Richard A. Colla,1h 32min
4203,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama,Simon Wincer,1h 38min
4204,Losin' It (1983),Comedy,Curtis Hanson,1h 40min
4205,Mermaids (1990),Comedy|Drama|Romance,Richard Benjamin,1h 50min
4207,Navy Seals (1990),Action|Adventure|War,Lewis Teague,1h 53min
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,Michael Mann,2h
4211,Reversal of Fortune (1990),Drama,Barbet Schroeder,1h 51min
4212,Death on the Nile (1978),Crime|Mystery,John Guillermin,2h 20min
4214,Revenge of the Nerds (1984),Comedy,Jeff Kanew,1h 30min
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,Joe Roth,1h 28min
4217,4 Little Girls (1997),Documentary,Spike Lee,1h 42min
4218,River's Edge (1986),Crime|Drama,Tim Hunter,1h 39min
4219,Girls Just Want to Have Fun (1985),Comedy,Alan Metter,1h 30min
4220,"Longest Yard, The (1974)",Comedy,Robert Aldrich,2h 1min
4221,Necessary Roughness (1991),Comedy,Stan Dragoti,1h 48min
4223,Enemy at the Gates (2001),Drama|War,Jean-Jacques Annaud,2h 11min
4224,Exit Wounds (2001),Action|Thriller,Andrzej Bartkowiak,1h 41min
4225,"Dish, The (2001)",Comedy,Rob Sitch,1h 41min
4226,Memento (2000),Mystery|Thriller,Christopher Nolan,1h 53min
4228,Heartbreakers (2001),Comedy|Crime|Romance,David Mirkin,2h 3min
4229,Say It Isn't So (2001),Comedy|Romance,J.B. Rogers,1h 35min
4231,Someone Like You (2001),Comedy|Romance,Tony Goldwyn,1h 37min
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,Robert Rodriguez,1h 28min
4233,Tomcats (2001),Comedy,Gregory Poirier,1h 35min
4234,"Tailor of Panama, The (2001)",Drama|Thriller,John Boorman,1h 49min
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,Alejandro G. Iñárritu,2h 34min
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,David Shapiro,1h 33min
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,Agnès Varda,1h 22min
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,Lee Tamahori,1h 44min
4239,Blow (2001),Crime|Drama,Ted Demme,2h 4min
4240,Just Visiting (2001),Comedy|Fantasy,Jean-Marie Poiré,1h 28min
4241,Pokémon 3: The Movie (2001),Animation|Children,Kunihiko Yuyama,1h 33min
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,Bill Eagles,1h 26min
4243,Brigham City (2001),Crime|Drama|Mystery,Richard Dutcher,1h 59min
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,Sharon Maguire,1h 37min
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,Dennie Gordon,1h 31min
4248,Josie and the Pussycats (2001),Comedy,Harry Elfont,1h 38min
4251,Chopper (2000),Drama|Thriller,Andrew Dominik,1h 34min
4252,"Circle, The (Dayereh) (2000)",Drama,Jafar Panahi,1h 30min
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,Simon Wincer,1h 32min
4255,Freddy Got Fingered (2001),Comedy,Tom Green,1h 27min
4256,"Center of the World, The (2001)",Drama,Wayne Wang,1h 28min
4259,"Luzhin Defence, The (2000)",Drama|Romance,Marleen Gorris,1h 49min
4260,"Visit, The (2000)",Drama,Jordan Walker-Pearlman,1h 47min
4262,Scarface (1983),Action|Crime|Drama,Brian De Palma,2h 50min
4263,Days of Wine and Roses (1962),Drama,Blake Edwards,1h 57min
4265,Driven (2001),Action|Thriller,Renny Harlin,1h 56min
4267,One Night at McCool's (2001),Comedy,Harald Zwart,1h 33min
4268,Town & Country (2001),Comedy,Peter Chelsom,1h 44min
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,Stephen Sommers,2h 10min
4273,Under the Sand (2000),Drama,François Ozon,1h 32min
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,Peter Yates,1h 56min
4276,Lost in America (1985),Comedy,Albert Brooks,1h 31min
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,Leni Riefenstahl,1h 54min
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,George Roy Hill,2h 16min
4282,Fellini Satyricon (1969),Drama|Fantasy,Federico Fellini,2h 9min
4284,Frankie and Johnny (1966),Comedy,Frederick De Cordova,1h 27min
4285,Frankie and Johnny (1991),Comedy|Romance,Garry Marshall,1h 58min
4289,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,Federico Fellini,2h 19min
4290,For the Boys (1991),Comedy|Drama|Musical,Mark Rydell,2h 18min
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,Colin Higgins,1h 49min
4292,Norma Rae (1979),Drama,Martin Ritt,1h 54min
4293,Summer Rental (1985),Comedy,Carl Reiner,1h 27min
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,Roy Rowland,1h 29min
4296,Love Story (1970),Drama|Romance,Arthur Hiller,1h 40min
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama,Bille August,2h 37min
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,Jules Dassin,1h 58min
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,Brian Helgeland,2h 12min
4300,Bread and Roses (2000),Drama,Ken Loach,1h 50min
4304,Startup.com (2001),Documentary,Chris Hegedus,1h 47min
4305,Angel Eyes (2001),Romance|Thriller,Luis Mandoki,1h 42min
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,Andrew Adamson,1h 30min
4307,"Fast Food, Fast Women (2000)",Comedy|Romance,Amos Kollek,1h 35min
4308,Moulin Rouge (2001),Drama|Musical|Romance,Baz Luhrmann,2h 7min
4310,Pearl Harbor (2001),Action|Drama|Romance|War,Michael Bay,3h 3min
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,Eric Valli,1h 48min
4313,"Man Who Cried, The (2000)",Drama,Sally Potter,1h 40min
4316,Ice Castles (1978),Drama,Donald Wrye,1h 48min
4317,Love Potion #9 (1992),Comedy|Romance,Dale Launer,1h 32min
4321,City Slickers (1991),Comedy|Western,Ron Underwood,1h 53min
4322,Eight Men Out (1988),Drama,John Sayles,1h 59min
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,John Ford,2h
4325,"Night, The (Notte, La) (1960)",Drama,Michelangelo Antonioni,2h 2min
4326,Mississippi Burning (1988),Crime|Drama|Thriller,Alan Parker,2h 8min
4327,"Magnificent Seven, The (1960)",Adventure|Western,John Sturges,2h 8min
4329,Rio Bravo (1959),Western,Howard Hawks,2h 21min
4333,Throw Momma from the Train (1987),Comedy|Crime,Danny DeVito,1h 28min
4334,Yi Yi (2000),Drama,Edward Yang,2h 53min
4337,"Sand Pebbles, The (1966)",Drama|Romance|War,Robert Wise,3h 2min
4338,Twelve O'Clock High (1949),Drama|War,Henry King,2h 12min
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War,Mark Robson,1h 57min
4340,"Animal, The (2001)",Comedy,Luke Greenfield,1h 24min
4342,Big Eden (2000),Drama|Romance,Thomas Bezucha,1h 58min
4343,Evolution (2001),Comedy|Sci-Fi,Ivan Reitman,1h 41min
4344,Swordfish (2001),Action|Crime|Drama,Dominic Sena,1h 39min
4345,"Anniversary Party, The (2001)",Drama,Alan Cumming,1h 55min
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,Jan Hrebejk,2h
4349,Catch-22 (1970),Comedy|War,Mike Nichols,2h 2min
4350,Forgotten Silver (1996),Comedy|Documentary,Costa Botes,53min
4351,Point Break (1991),Action|Crime|Thriller,Kathryn Bigelow,2h 2min
4353,Uncommon Valor (1983),Action|War,Ted Kotcheff,1h 45min
4354,Unlawful Entry (1992),Crime|Thriller,Jonathan Kaplan,1h 51min
4355,Youngblood (1986),Action|Drama,Peter Markle,1h 50min
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,Howard Hawks,1h 31min
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,Jean Negulesco,1h 35min
4359,"Seven Year Itch, The (1955)",Comedy,Billy Wilder,1h 45min
4361,Tootsie (1982),Comedy|Romance,Sydney Pollack,1h 56min
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,Gary Trousdale,1h 35min
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,Simon West,1h 40min
4368,Dr. Dolittle 2 (2001),Comedy,Steve Carr,1h 27min
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,Rob Cohen,1h 46min
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,Steven Spielberg,2h 26min
4371,Baby Boy (2001),Crime|Drama,John Singleton,2h 10min
4372,Crazy/Beautiful (2001),Drama|Romance,John Stockwell,1h 39min
4373,Pootie Tang (2001),Comedy,Louis C.K.,1h 21min
4374,Let It Snow (1999),Comedy|Romance,Adam Marcus,1h 30min
4378,Sexy Beast (2000),Crime|Drama,Jonathan Glazer,1h 29min
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,Tom Tykwer,2h 15min
4381,"Closet, The (Placard, Le) (2001)",Comedy,Francis Veber,1h 24min
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,Mathieu Kassovitz,1h 46min
4384,Lumumba (2000),Drama,Raoul Peck,1h 55min
4386,Cats & Dogs (2001),Children|Comedy,Lawrence Guterman,1h 27min
4387,Kiss of the Dragon (2001),Action,Chris Nahon,1h 38min
4388,Scary Movie 2 (2001),Comedy,Keenen Ivory Wayans,1h 23min
4389,Lost and Delirious (2001),Drama,Léa Pool,1h 43min
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,Virginie Despentes,1h 17min
4392,Alice (1990),Comedy|Drama|Fantasy|Romance,Woody Allen,1h 46min
4393,Another Woman (1988),Drama,Woody Allen,1h 21min
4394,Beach Blanket Bingo (1965),Comedy|Musical,William Asher,1h 38min
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,Mario Monicelli,1h 46min
4396,"Cannonball Run, The (1981)",Action|Comedy,Hal Needham,1h 35min
4397,Cannonball Run II (1984),Action|Comedy,Hal Needham,1h 48min
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,Luis Buñuel,1h 37min
4402,Dr. Goldfoot and the Bikini Machine (1965),Comedy,Norman Taurog,1h 28min
4403,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,Roger Corman,1h 19min
4404,Faust (1926),Drama|Fantasy|Horror,F.W. Murnau,1h 47min
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,John Ford,2h 3min
4407,Salvador (1986),Drama|Thriller|War,Oliver Stone,2h 2min
4408,September (1987),Drama,Woody Allen,1h 23min
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,Woody Allen,1h 25min
4410,Something Wild (1986),Comedy|Crime|Drama,Jonathan Demme,1h 54min
4412,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,Lee Frost,1h 31min
4419,All That Heaven Allows (1955),Drama|Romance,Douglas Sirk,1h 29min
4420,"Barefoot Contessa, The (1954)",Drama,Joseph L. Mankiewicz,2h 8min
4422,Cries and Whispers (Viskningar och rop) (1972),Drama,Ingmar Bergman,1h 31min
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,Vittorio De Sica,1h 34min
4426,Kiss Me Deadly (1955),Film-Noir,Robert Aldrich,1h 46min
4427,"Lion in Winter, The (1968)",Drama,Anthony Harvey,2h 14min
4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,John Huston,2h 5min
4429,Moby Dick (1956),Drama,John Huston,1h 56min
4432,Sweet Smell of Success (1957),Drama|Film-Noir,Alexander Mackendrick,1h 36min
4433,Written on the Wind (1956),Drama,Douglas Sirk,1h 39min
4434,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller,Elio Petri,1h 32min
4436,Obsession (1976),Mystery|Thriller,Brian De Palma,1h 38min
4437,Suspiria (1977),Horror,Dario Argento,1h 39min
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,Wei Lo,1h 46min
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,Uli Edel,2h 18min
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,Wei Lo,1h 40min
4441,Game of Death (1978),Action,Robert Clouse,1h 40min
4442,"Last Dragon, The (1985)",Action|Comedy|Drama,Michael Schultz,1h 49min
4443,Outland (1981),Action|Sci-Fi|Thriller,Peter Hyams,1h 49min
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,Bruce Lee,1h 39min
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX,Brett Leonard,45min
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,Hironobu Sakaguchi,1h 46min
4447,Legally Blonde (2001),Comedy|Romance,Robert Luketic,1h 36min
4448,"Score, The (2001)",Action|Drama,Frank Oz,2h 4min
4449,Adanggaman (2000),Drama,Roger Gnoan M'Bala,1h 30min
4450,Bully (2001),Crime|Drama|Thriller,Larry Clark,1h 48min
4451,Jump Tomorrow (2001),Comedy|Drama|Romance,Joel Hopkins,1h 37min
4452,Made (2001),Comedy,Jon Favreau,1h 35min
4453,Michael Jordan to the Max (2000),Documentary|IMAX,Don Kempf,46min
4454,More (1998),Animation|Drama|Sci-Fi|IMAX,Mark Osborne,6min
4458,Africa: The Serengeti (1994),Documentary|IMAX,George Casey,39min
4459,Alaska: Spirit of the Wild (1997),Documentary|IMAX,George Casey,41min
4462,18 Again! (1988),Comedy|Fantasy,Paul Flaherty,1h 33min
4463,1969 (1988),Drama|War,Ernest Thompson,1h 35min
4464,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,Lawrence Kasdan,2h 1min
4465,"Accused, The (1988)",Drama,Jonathan Kaplan,1h 51min
4466,Above the Law (1988),Action|Crime|Drama,Andrew Davis,1h 39min
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,Terry Gilliam,2h 6min
4470,Ariel (1988),Drama,Aki Kaurismäki,1h 12min
4471,Arthur 2: On the Rocks (1988),Comedy|Romance,Bud Yorkin,1h 53min
4473,Bat*21 (1988),Drama|War,Peter Markle,1h 45min
4474,Beaches (1988),Comedy|Drama|Musical,Garry Marshall,2h 3min
4475,"Beast of War, The (Beast, The) (1988)",Drama|War,Kevin Reynolds,1h 51min
4476,Big Business (1988),Comedy,Jim Abrahams,1h 37min
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,Randal Kleiser,1h 26min
4478,Biloxi Blues (1988),Comedy|Drama,Mike Nichols,1h 46min
4480,"Blob, The (1988)",Horror|Sci-Fi,Chuck Russell,1h 35min
4482,"Bright Lights, Big City (1988)",Drama,James Bridges,1h 47min
4483,Caddyshack II (1988),Comedy,Allan Arkush,1h 38min
4484,Camille Claudel (1988),Drama,Bruno Nuytten,2h 55min
4487,Cocktail (1988),Drama|Romance,Roger Donaldson,1h 44min
4488,Colors (1988),Action|Crime|Drama,Dennis Hopper,2h
4489,Coming to America (1988),Comedy|Romance,John Landis,1h 56min
4490,"Couch Trip, The (1988)",Comedy,Michael Ritchie,1h 37min
4492,Critters (1986),Comedy|Sci-Fi,Stephen Herek,1h 26min
4495,Crossing Delancey (1988),Comedy|Romance,Joan Micklin Silver,1h 37min
4496,D.O.A. (1988),Film-Noir|Mystery|Thriller,Annabel Jankel,1h 36min
4497,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi,Mark Goldblatt,1h 26min
4498,"Dead Pool, The (1988)",Action|Crime|Thriller,Buddy Van Horn,1h 31min
4499,Dirty Rotten Scoundrels (1988),Comedy,Frank Oz,1h 50min
4500,Drowning by Numbers (1988),Comedy|Drama,Peter Greenaway,1h 58min
4502,Ernest Saves Christmas (1988),Children|Comedy,John R. Cherry III,1h 35min
4504,Feds (1988),Comedy,Daniel Goldberg,1h 22min
4505,For Keeps (1988),Drama|Romance,John G. Avildsen,1h 30min
4506,Frantic (1988),Crime|Mystery|Thriller,Roman Polanski,2h
4508,Gorillas in the Mist (1988),Drama,Michael Apted,2h 9min
4509,"Great Outdoors, The (1988)",Comedy,Howard Deutch,1h 31min
4511,High Spirits (1988),Comedy,Neil Jordan,1h 39min
4516,Johnny Be Good (1988),Comedy,Bud S. Smith,1h 31min
4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller,Frank LaLoggia,1h 53min
4518,The Lair of the White Worm (1988),Comedy|Horror,Ken Russell,1h 33min
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,Don Bluth,1h 9min
4520,License to Drive (1988),Comedy,Greg Beeman,1h 28min
4521,Little Nikita (1988),Drama,Richard Benjamin,1h 38min
4522,Masquerade (1988),Mystery|Romance|Thriller,Bob Swaim,1h 31min
4523,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,Robert Redford,1h 57min
4524,Moon Over Parador (1988),Comedy,Paul Mazursky,1h 43min
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,Richard Benjamin,1h 45min
4527,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance,William Richert,1h 30min
4529,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,Percy Adlon,1h 35min
4531,Red Heat (1988),Action,Walter Hill,1h 44min
4533,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,Dan O'Bannon,1h 31min
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western,Geoff Burrowes,1h 50min
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,George Miller,1h 42min
4537,Running on Empty (1988),Drama,Sidney Lumet,1h 56min
4541,"Serpent and the Rainbow, The (1988)",Horror,Wes Craven,1h 38min
4544,Short Circuit 2 (1988),Comedy|Sci-Fi,Kenneth Johnson,1h 50min
4545,Short Circuit (1986),Comedy|Sci-Fi,John Badham,1h 38min
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,George Sluizer,1h 47min
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,Shin'ya Tsukamoto,1h 7min
4553,They Live (1988),Action|Sci-Fi|Thriller,John Carpenter,1h 34min
4557,Tucker: The Man and His Dream (1988),Drama,Francis Ford Coppola,1h 50min
4558,Twins (1988),Comedy,Ivan Reitman,1h 47min
4562,Without a Clue (1988),Comedy|Mystery,Thom Eberhardt,1h 47min
4563,Young Einstein (1988),Comedy,Yahoo Serious,1h 31min
4564,Always (1989),Drama|Fantasy|Romance,Steven Spielberg,2h 2min
4565,American Ninja (1985),Action|Adventure,Sam Firstenberg,1h 35min
4568,Best of the Best (1989),Action,Robert Radler,1h 37min
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,Stephen Herek,1h 30min
4572,Black Rain (1989),Action|Crime|Drama,Ridley Scott,2h 5min
4573,Blaze (1989),Comedy|Drama,Ron Shelton,2h
4574,Blind Fury (1989),Action|Thriller,Phillip Noyce,1h 26min
4577,Casualties of War (1989),Drama|War,Brian De Palma,1h 53min
4578,Chances Are (1989),Comedy|Romance,Emile Ardolino,1h 48min
4580,Cyborg (1989),Action|Sci-Fi,Albert Pyun,1h 26min
4581,Dad (1989),Drama,Gary David Goldberg,1h 57min
4583,Disorganized Crime (1989),Action|Comedy,Jim Kouf,1h 38min
4584,Dream a Little Dream (1989),Comedy|Drama|Romance,Marc Rocco,1h 54min
4585,"Dream Team, The (1989)",Comedy,Howard Zieff,1h 53min
4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi,Julien Temple,1h 40min
4589,Eddie and the Cruisers (1983),Drama|Musical|Mystery,Martin Davidson,1h 35min
4591,Erik the Viking (1989),Adventure|Comedy|Fantasy,Terry Jones,1h 47min
4593,Family Business (1989),Comedy,Sidney Lumet,1h 50min
4594,Farewell to the King (1989),Action|War,John Milius,1h 57min
4595,Fat Man and Little Boy (1989),Drama,Roland Joffé,2h 7min
4597,Gleaming the Cube (1989),Action|Drama|Mystery,Graeme Clifford,1h 40min
4599,Great Balls of Fire! (1989),Drama,Jim McBride,1h 48min
4600,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama,Thom Eberhardt,1h 49min
4602,Harlem Nights (1989),Comedy|Crime|Romance,Eddie Murphy,1h 56min
4603,Her Alibi (1989),Comedy|Romance,Bruce Beresford,1h 34min
4605,How to Get Ahead in Advertising (1989),Comedy|Fantasy,Bruce Robinson,1h 30min
4608,"Innocent Man, An (1989)",Crime|Drama,Peter Yates,1h 53min
4610,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller,Pat O'Connor,1h 37min
4611,Johnny Handsome (1989),Crime|Drama,Walter Hill,1h 34min
4612,Jesus of Montreal (Jésus de Montréal) (1989),Drama,Denys Arcand,1h 58min
4613,K-9 (1989),Action|Comedy|Crime,Rod Daniel,1h 41min
4614,Kickboxer (1989),Action,Mark DiSalle,1h 37min
4615,Last Exit to Brooklyn (1989),Drama,Uli Edel,1h 42min
4616,Lean on Me (1989),Drama,John G. Avildsen,1h 48min
4617,Let It Ride (1989),Comedy,Joe Pytka,1h 30min
4619,Little Monsters (1989),Comedy,Richard Greenberg,1h 40min
4621,Look Who's Talking (1989),Comedy|Romance,Amy Heckerling,1h 33min
4622,Loverboy (1989),Comedy,Joan Micklin Silver,1h 38min
4623,Major League (1989),Comedy,David S. Ward,1h 47min
4624,Meet the Feebles (1989),Animation|Comedy|Musical,Peter Jackson,1h 37min
4625,Millennium (1989),Drama|Sci-Fi|Thriller,Michael Anderson,1h 48min
4626,Miracle Mile (1989),Drama|Romance|Sci-Fi,Steve De Jarnatt,1h 27min
4628,New York Stories (1989),Comedy|Drama,Woody Allen,2h 4min
4629,Next of Kin (1989),Action|Crime|Thriller,John Irvin,1h 48min
4630,No Holds Barred (1989),Action,Thomas J. Wright,1h 33min
4632,"Package, The (1989)",Action|Thriller,Andrew Davis,1h 48min
4634,Penn & Teller Get Killed (1989),Adventure|Comedy,Arthur Penn,1h 29min
4635,Pink Cadillac (1989),Action|Comedy|Drama,Buddy Van Horn,2h 2min
4636,"Punisher, The (1989)",Action,Mark Goldblatt,1h 29min
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,Joe Johnston,1h 32min
4639,America's Sweethearts (2001),Comedy|Romance,Joe Roth,1h 42min
4640,Brother (2000),Action|Crime|Thriller,Takeshi Kitano,1h 54min
4641,Ghost World (2001),Comedy|Drama,Terry Zwigoff,1h 51min
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,John Cameron Mitchell,1h 35min
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,Tim Burton,1h 59min
4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance,Silvio Soldini,1h 54min
