movieId|title|Main_director|Duration|releaseYear|movieURL
4023|Family Man, The (2000)|Brett Ratner|125|2000|https://m.media-amazon.com/images/M/MV5BYzYzMTQ4NDYtNWRkZi00NTYxLThlZDItMzI1MmU1MmU5ZWQ3XkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_UY268_CR5,0,182,268_AL_.jpg
4024|House of Mirth, The (2000)|Terence Davies|135|2000|https://m.media-amazon.com/images/M/MV5BOTk4NWFjOWEtNDdiZC00N2IyLWIwZTYtZDU2YTNlOTFmOWNjXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_UX182_CR0,0,182,268_AL_.jpg
4025|Miss Congeniality (2000)|Donald Petrie|109|2001|https://m.media-amazon.com/images/M/MV5BZDhjNzc4N2MtNWE5ZC00N2M4LWFiYjEtMTE5YmYyMTg3OGY5XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX182_CR0,0,182,268_AL_.jpg
4027|O Brother, Where Art Thou? (2000)|Joel Coen|107|2000|https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
4029|State and Main (2000)|David Mamet|105|2001|https://m.media-amazon.com/images/M/MV5BYzI1ZWU0YmItNjc3Yy00MDBiLTk3ZTgtMTUxZTBkYTI1ZDYyXkEyXkFqcGdeQXVyNTI2ODA2NTc@._V1_UY268_CR3,0,182,268_AL_.jpg
4030|Dracula 2000 (2000)|Patrick Lussier|99|2001|https://m.media-amazon.com/images/M/MV5BYzUxYzFlZjYtYWNiOC00ZmY0LThjMjYtMDdlNmRhNmY5MDRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4031|All the Pretty Horses (2000)|Billy Bob Thornton|116|2001|https://m.media-amazon.com/images/M/MV5BZmI1N2Y4NTYtMzM0NS00YmNhLTk4MGUtYzg3NWE4Y2JlNjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4032|Everlasting Piece, An (2000)|Barry Levinson|103|2001|https://m.media-amazon.com/images/M/MV5BMTc4MTYwOTk3MV5BMl5BanBnXkFtZTcwMDcwODkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg
4033|Thirteen Days (2000)|Roger Donaldson|145|2001|https://m.media-amazon.com/images/M/MV5BZDM5NzBkZWMtZDY2Ny00OGMxLTgzMDUtZDZkNzRhM2M5MDIxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4034|Traffic (2000)|Steven Soderbergh|147|2001|https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR2,0,182,268_AL_.jpg
4035|Claim, The (2000)|Michael Winterbottom|2|2001|https://m.media-amazon.com/images/M/MV5BYmVjMzVhNWQtZDkyYS00N2YzLTk3M2QtMTY2ZDgxZDRjOTAxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY268_CR2,0,182,268_AL_.jpg
4036|Shadow of the Vampire (2000)|E. Elias Merhige|92|2001|https://m.media-amazon.com/images/M/MV5BMGYxZDEzMDMtMDIzNy00OTQ5LTkzYmItYzdkYTgxMGRkOWVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4037|House of Games (1987)|David Mamet|102|1987|https://m.media-amazon.com/images/M/MV5BZTNkYmIwYjAtMDcyNy00MGYwLWJkYTAtODAyNDJjZTdmNGYxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR2,0,182,268_AL_.jpg
4039|Annie (1982)|John Huston|126|1982|https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg
4040|Don't Tell Mom the Babysitter's Dead (1991)|Stephen Herek|102|1992|https://m.media-amazon.com/images/M/MV5BY2RhNWNlMzctMjQzNi00M2M5LTk5MjYtMWU0MjQ0Nzk0MDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4041|Officer and a Gentleman, An (1982)|Taylor Hackford|124|1983|https://m.media-amazon.com/images/M/MV5BNTM5NmY2MTktODRiMS00NTQwLTk2ODEtZTFhYjAyMTZmMTc5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg
4042|Alamo, The (1960)|John Wayne|162|1960|https://m.media-amazon.com/images/M/MV5BZmQ1MjRmZGQtYTE1ZS00Njg4LWE4OWUtZTY2MTAwNzc3MGJlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
4043|At Close Range (1986)|James Foley|111|1986|https://m.media-amazon.com/images/M/MV5BMjA2MjUzMjY1M15BMl5BanBnXkFtZTcwMDczMTcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4046|Friendly Persuasion (1956)|William Wyler|137|1956|https://m.media-amazon.com/images/M/MV5BNDZhYjVhMDYtYTFhMy00YmExLWJhZDAtZjMxNDZkNGQ1MDg0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg
4047|Gettysburg (1993)|Ron Maxwell|271|1994|https://m.media-amazon.com/images/M/MV5BZjgzNzhlYzEtMzYxYS00MTJkLWIzODUtZGQ3MmFiZDdkMTZiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR2,0,182,268_AL_.jpg
4051|Horrors of Spider Island (Ein Toter Hing im Netz) (1960)|Fritz Böttger|89|1960|https://m.media-amazon.com/images/M/MV5BZmJmMWJlMmItYzdmNS00MWM2LThhNzQtNzdkOTUwMmY2YTEzXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UY268_CR5,0,182,268_AL_.jpg
4052|Antitrust (2001)|Peter Howitt|108|2001|https://m.media-amazon.com/images/M/MV5BM2VjZjdiYzYtOGU1Yy00NWZmLWEyOTUtM2QzMDlkYmRlYmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4053|Double Take (2001)|George Gallo|88|2001|https://m.media-amazon.com/images/M/MV5BYTkwMTZmNmEtYzc0NS00MWVjLThjOGYtZmFlZDE4MzY3YzRkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4054|Save the Last Dance (2001)|Thomas Carter|112|2001|https://m.media-amazon.com/images/M/MV5BNjkzMjFkNmQtYTQ2Yy00NTRhLWE0ZGYtNjBmYTcyOTgxNGYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4055|Panic (2000)|Henry Bromell|88|2001|https://m.media-amazon.com/images/M/MV5BMTIzMjgyMzgxOF5BMl5BanBnXkFtZTcwMDE5NTgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
4056|Pledge, The (2001)|Sean Penn|124|2001|https://m.media-amazon.com/images/M/MV5BNTJjNTMyOGUtOTE2Ni00MGZhLWI5OGEtNWQ3MzQ2NGIzYTJiXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY268_CR0,0,182,268_AL_.jpg
4061|The Man in the Moon (1991)|Robert Mulligan|99|1992|https://m.media-amazon.com/images/M/MV5BY2U1NjljOTgtNDE2My00OWI2LThmMTctMTAwNThkYmNhNzA3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg
4062|Mystic Pizza (1988)|Donald Petrie|104|1990|https://m.media-amazon.com/images/M/MV5BMTU1NDk1MTkzMF5BMl5BanBnXkFtZTcwMzY0MDQ1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4063|Prelude to a Kiss (1992)|Norman René|105|1992|https://m.media-amazon.com/images/M/MV5BN2FmODJiYmUtNGM1MC00MjRhLWI3NjEtMTM4YzgwMjBmMWFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4064|Coffy (1973)|Jack Hill|90|1973|https://m.media-amazon.com/images/M/MV5BMTg5MDI4Njc1OF5BMl5BanBnXkFtZTcwNjY4OTEzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4065|Foxy Brown (1974)|Jack Hill|92|1974|https://m.media-amazon.com/images/M/MV5BMjI2NTY1NTE3N15BMl5BanBnXkFtZTcwNTQyMDgzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4066|I'm Gonna Git You Sucka (1988)|Keenen Ivory Wayans|88|1989|https://m.media-amazon.com/images/M/MV5BMTk0Mjc1MDY0NF5BMl5BanBnXkFtZTcwNzk3MTI0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4067|Untamed Heart (1993)|Tony Bill|102|1993|https://m.media-amazon.com/images/M/MV5BODY5MTQ0ZDctMjI0YS00ZjNmLTg4YzUtZWRlYTlkMGY3MTYxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg
4068|Sugar & Spice (2001)|Francine McDougall|81|2001|https://m.media-amazon.com/images/M/MV5BNGNlM2NlYjUtYmQ4OC00OWRkLWI5ZmItNzA3MmQ4MzE4OTkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4069|Wedding Planner, The (2001)|Adam Shankman|103|2001|https://m.media-amazon.com/images/M/MV5BNzBlYTE4NDAtN2RkNi00YWZmLWI3MWQtZDg2YTQ5OTI4YTVhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4074|Legend of Rita, The (Stille nach dem Schuß, Die) (1999)|Volker Schlöndorff|103|2000|https://m.media-amazon.com/images/M/MV5BNDM0MzMwMTQ0MF5BMl5BanBnXkFtZTcwMDk2NjUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
4077|With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)|Dominik Moll|117|2000|https://m.media-amazon.com/images/M/MV5BMTgxMTE4MTYzNl5BMl5BanBnXkFtZTYwNTE4OTI5._V1_UX182_CR0,0,182,268_AL_.jpg
4078|Amazing Grace and Chuck (1987)|Mike Newell|114|1987|https://m.media-amazon.com/images/M/MV5BOTkxN2I2MWYtNTlmYy00Y2YyLWFkYzgtM2NiNTExNWI4ZWIxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4079|Amazon Women on the Moon (1987)|Joe Dante|85|1987|https://m.media-amazon.com/images/M/MV5BZDJhMDU0OWQtM2QwNS00ODZhLWE2MDctNzdhYmNiZGI4OTdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4080|Baby Boom (1987)|Charles Shyer|110|1988|https://m.media-amazon.com/images/M/MV5BMTY4NDY2ODMzOV5BMl5BanBnXkFtZTcwMjQ0MTcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4081|Back to the Beach (1987)|Lyndall Hobbs|92|1987|https://m.media-amazon.com/images/M/MV5BMDRlMWRlYzEtY2ZkMS00NjVkLThiZTgtMjFhMjM0OTU2NWZkXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_UY268_CR6,0,182,268_AL_.jpg
4082|Barfly (1987)|Barbet Schroeder|100|1987|https://m.media-amazon.com/images/M/MV5BYTg3ZTcxMjgtYzIzYS00Y2M3LWI4OTktMzE3NGVhZTc5OTZmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg
4083|Best Seller (1987)|John Flynn|95|1987|https://m.media-amazon.com/images/M/MV5BN2Q1ZmMwMjUtMThmOS00ZDNlLWIwZmEtMDI5NjI3NjIwYTBlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX182_CR0,0,182,268_AL_.jpg
4084|Beverly Hills Cop II (1987)|Tony Scott|100|1987|https://m.media-amazon.com/images/M/MV5BNThlYWFhYmYtMzQzZS00ZmZjLWJjZjAtYWVhMmM4YTc1ZjhjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR7,0,182,268_AL_.jpg
4085|Beverly Hills Cop (1984)|Martin Brest|105|1985|https://m.media-amazon.com/images/M/MV5BN2MyZDE0YjAtNWFjYy00MWRlLTk3MTktMzY3ZDVhNTJkZTlmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR2,0,182,268_AL_.jpg
4086|Big Easy, The (1987)|Jim McBride|102|1987|https://m.media-amazon.com/images/M/MV5BZWU1NmQ4YzMtNTdjOC00MDE2LWJkYzctODI4NDhmYzc5MjRjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
4089|Born in East L.A. (1987)|Cheech Marin|85|1987|https://m.media-amazon.com/images/M/MV5BYWVlZDAwNmUtNTY1Yy00MjA0LTlhZmQtMzY0Mzk5MTUxYzNjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4090|Brave Little Toaster, The (1987)|Jerry Rees|90|1987|https://m.media-amazon.com/images/M/MV5BNTEyZTI3Y2ItYTYwYS00ZGJlLWJlNmUtZjFjNDgxOTlhOGIzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg
4091|Can't Buy Me Love (1987)|Steve Rash|94|1987|https://m.media-amazon.com/images/M/MV5BNzVmMjgwZWEtZTg2Mi00YWI3LWEzYWItZTQxNmM4ZDA3MmYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4092|Cherry 2000 (1987)|Steve De Jarnatt|99|1988|https://m.media-amazon.com/images/M/MV5BNmU2MzE2OTItMDAxOS00NjI1LWJhYzQtYTNjZTdjZDQzNjZjXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR9,0,182,268_AL_.jpg
4093|Cop (1988)|James B. Harris|110|1988|https://m.media-amazon.com/images/M/MV5BZTlmMGFkYWMtZWM1Yy00Y2U3LTg0MzAtOWY5MTA1YzAxMjQxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4102|Eddie Murphy Raw (1987)|Robert Townsend|93|1987|https://m.media-amazon.com/images/M/MV5BOWEwYTk4YTgtZGVjNi00MmI0LTkwOTItOWUxYzBlN2YwZWFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4103|Empire of the Sun (1987)|Steven Spielberg|153|1988|https://m.media-amazon.com/images/M/MV5BMmQwNzczZDItNmI0OS00MjRmLTliYWItZWIyMjk1MTU4ZTQ4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
4104|Ernest Goes to Camp (1987)|John R. Cherry III|92|1987|https://m.media-amazon.com/images/M/MV5BNjQxOTFmNmItMDk1Ni00NTk3LTk0N2MtNmU4OGE5NDIzYjJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4105|Evil Dead, The (1981)|Sam Raimi|85|1983|https://m.media-amazon.com/images/M/MV5BODc2MmVjZmUtNjAzMS00MDNiLWIyM2YtOGEzMjg0YjRhMzRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4109|Flowers in the Attic (1987)|Jeffrey Bloom|93|1988|https://m.media-amazon.com/images/M/MV5BZTkzZDk3ZDctZTQwZS00ODhkLWIzYzYtZWU3ODVkMGE4YjRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4110|Fourth Protocol, The (1987)|John Mackenzie|119|1987|https://m.media-amazon.com/images/M/MV5BMjBlNzMyYzItNjM1Yy00N2ExLTg5MjItYzZkMjE0ZDA4ZDI1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg
4111|Gardens of Stone (1987)|Francis Ford Coppola|111|1987|https://m.media-amazon.com/images/M/MV5BMjk5ZDU2MTYtZDI1ZS00N2UyLWE4ZjAtYjViN2IyMjI3YjUxXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
4113|Glass Menagerie, The (1987)|Paul Newman|134|1987|https://m.media-amazon.com/images/M/MV5BMjU1ZDVhZDQtYTA5My00YzY2LWFkMjctODQ5YTQ1OWU5OTE3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg
4115|Hiding Out (1987)|Bob Giraldi|98|1987|https://m.media-amazon.com/images/M/MV5BMTQyNmVhNzgtZTNmNi00YWYxLWE2NzgtNmM4MmQ0NDg3NWU4XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UY268_CR3,0,182,268_AL_.jpg
4116|Hollywood Shuffle (1987)|Robert Townsend|78|1987|https://m.media-amazon.com/images/M/MV5BMjE1NDQxNTcwNV5BMl5BanBnXkFtZTcwODc2NzE0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4117|Hope and Glory (1987)|John Boorman|113|1988|https://m.media-amazon.com/images/M/MV5BMDUxNjg4MGQtODM2NC00YWZmLWJkZTEtMmFmMTBlZmYyMWVhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg
4121|Innerspace (1987)|Joe Dante|2|1987|https://m.media-amazon.com/images/M/MV5BNDk1NzNiMGQtNGQ4Yy00NmMzLTkyNWQtZjM4MDU2Y2Q2NDVlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4123|Ishtar (1987)|Elaine May|107|1987|https://m.media-amazon.com/images/M/MV5BZjZmMzc0NmEtZTEwZi00ZWQyLWEwZjItNWJjMDZlODAxNjIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4124|Jaws: The Revenge (1987)|Joseph Sargent|89|1987|https://m.media-amazon.com/images/M/MV5BNGI1MTAxMWItOTE0OC00ZDhkLWE3Y2EtNjFiZmQ4NjQ1NGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4125|Leonard Part 6 (1987)|Paul Weiland|85|1987|https://m.media-amazon.com/images/M/MV5BNzNjMzM0YTAtNDE0MS00OGJlLTlkN2QtMzJkYjhjNTYyNTkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg
4126|Less Than Zero (1987)|Marek Kanievska|98|1987|https://m.media-amazon.com/images/M/MV5BODk5NzQ1NDk1Nl5BMl5BanBnXkFtZTgwODI1NjcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg
4127|Like Father, Like Son (1987)|Rod Daniel|96|1988|https://m.media-amazon.com/images/M/MV5BOGQ0ZjRhYzUtMjFjMy00YzFiLWJjNDQtMzk3ODFlMGY2MjZjXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UX182_CR0,0,182,268_AL_.jpg
4128|Lost Boys, The (1987)|Joel Schumacher|97|1987|https://m.media-amazon.com/images/M/MV5BMWEzNmUxZTMtZjY0My00OGNmLWIyNDctODM2YzZjM2YwZWEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg
4129|Made in Heaven (1987)|Alan Rudolph|103|1987|https://m.media-amazon.com/images/M/MV5BNmZkYzk1NzctYWY4OC00NTBkLTkzOGQtZDdkMDM5MjdiZDQ0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg
4130|Maid to Order (1987)|Amy Holden Jones|93|1987|https://m.media-amazon.com/images/M/MV5BMzE2YmQ5MzktY2VlNS00MGVlLTk4Y2MtNzk5ZWI4ZjMzYTRhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
4131|Making Mr. Right (1987)|Susan Seidelman|98|1987|https://m.media-amazon.com/images/M/MV5BYzJiYzY5MDUtNTU1OS00OTNkLTliYTItNzlmNmQ4YjkyMmZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4132|Mannequin (1987)|Michael Gottlieb|90|1987|https://m.media-amazon.com/images/M/MV5BMTM0ODkyMTIzM15BMl5BanBnXkFtZTcwOTYzNzA2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4133|Masters of the Universe (1987)|Gary Goddard|106|1987|https://m.media-amazon.com/images/M/MV5BYzRlMzQzNDEtYTg5My00NTFjLWFiYzYtMjJkMzUyYzJjMzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4135|Monster Squad, The (1987)|Fred Dekker|79|1987|https://m.media-amazon.com/images/M/MV5BOTk2OTFlYmQtYzVkNy00ZjM5LThkOGMtOTg0Y2JmZGYwOWY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4138|My Demon Lover (1987)|Charlie Loventhal|90|1987|https://m.media-amazon.com/images/M/MV5BYmZhNDVjYjMtYWNiOC00YTIxLTgxM2UtNWFmNmQyYjZhMzRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4139|No Man's Land (1987)|Peter Werner|107|1987|https://m.media-amazon.com/images/M/MV5BNjkxNTIzODE5OF5BMl5BanBnXkFtZTcwMzkxOTM2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
4141|Head Over Heels (2001)|Mark Waters|86|2001|https://m.media-amazon.com/images/M/MV5BZTdhNzk1ZDctMTQyMi00ZmYwLWFjMWQtOTM3YjA4OTc4ZDZmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
4142|Left Behind: The Movie (2000)|Vic Sarin|100|2001|https://m.media-amazon.com/images/M/MV5BMGU3MmMxOWYtZmNhNi00ZjczLWJkYmEtMjJjZjBiZDRiYmZmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY268_CR9,0,182,268_AL_.jpg
4143|Valentine (2001)|Jamie Blanks|96|2001|https://m.media-amazon.com/images/M/MV5BZWQxM2JjNTktYWE4Ni00YmZiLWFlNDEtMWYzMmI4N2NhYjk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
4144|In the Mood For Love (Fa yeung nin wa) (2000)|Kar-Wai Wong|98|2000|https://m.media-amazon.com/images/M/MV5BYjZjODRlMjQtMjJlYy00ZDBjLTkyYTQtZGQxZTk5NzJhYmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg
4146|Million Dollar Hotel, The (2001)|Wim Wenders|122|2000|https://m.media-amazon.com/images/M/MV5BNDQ2MGUwYjYtODFiNy00OTViLWJhOTgtZWNmM2I2MDRmMzQ1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
4147|Nico and Dani (Krámpack) (2000)|Cesc Gay|91|2003|https://m.media-amazon.com/images/M/MV5BOGY4ZWE4MDEtMDcyYy00ODJiLTkwYzktNjkwMjExOWM3ZTgwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY268_CR3,0,182,268_AL_.jpg
4148|Hannibal (2001)|Ridley Scott|131|2001|https://m.media-amazon.com/images/M/MV5BZDMxMjhiZmItNWMxMC00NzYyLWJiOTYtNGYwOTAyYjU5OWY4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg
4149|Saving Silverman (Evil Woman) (2001)|Dennis Dugan|90|2002|https://m.media-amazon.com/images/M/MV5BYzhlY2MwZTUtOGMxNS00ZDA2LTliN2UtZDdmNmUyNWM2YzE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg
4152|Vatel (2000)|Roland Joffé|103|2000|https://m.media-amazon.com/images/M/MV5BMjAzNjQ5NDk1OV5BMl5BanBnXkFtZTYwNDEyMTE5._V1_UY268_CR3,0,182,268_AL_.jpg
4153|Down to Earth (2001)|Chris Weitz|87|2001|https://m.media-amazon.com/images/M/MV5BNzNmODQ5N2QtMzEwMy00MjRmLWE1MzEtZmUyZmQ3ZmIzYmMwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg
4154|Recess: School's Out (2001)|Chuck Sheetz|82|2001|https://m.media-amazon.com/images/M/MV5BN2M5NDQ2YjktNmI0Zi00ODBmLWIyZGQtYTk3Y2EyYTM0ZTUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg
4155|Sweet November (2001)|Pat O'Connor|119|2001|https://m.media-amazon.com/images/M/MV5BMTc4NjYzNzkzNl5BMl5BanBnXkFtZTYwNjg1ODc5._V1_UX182_CR0,0,182,268_AL_.jpg
4156|Company Man (2000)|Peter Askin|95|2000|https://m.media-amazon.com/images/M/MV5BMTExYjcwN2YtOTdlMi00ZWY4LWFhMDAtMDBjNzJkOGYyY2VkXkEyXkFqcGdeQXVyNTMwNDQzODA@._V1_UX182_CR0,0,182,268_AL_.jpg
4157|Price of Milk, The (2000)|Harry Sinclair|87|2001|https://m.media-amazon.com/images/M/MV5BMTIwMDE5OTk2MF5BMl5BanBnXkFtZTYwNjcwMTg5._V1_UY268_CR3,0,182,268_AL_.jpg
4158|Monkeybone (2001)|Henry Selick|93|2001|https://m.media-amazon.com/images/M/MV5BZjZiODk2MDMtNjI2OS00MTEzLWFlY2UtMzNhODE5MzNlM2Y0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
4159|3000 Miles to Graceland (2001)|Demian Lichtenstein|125|2001|https://m.media-amazon.com/images/M/MV5BMTExMDA0NDAyOTReQTJeQWpwZ15BbWU2MDM4ODg3OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
4160|Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)|Patrice Leconte|112|2000|https://m.media-amazon.com/images/M/MV5BYzlhNjMzNDUtZWVmOS00NzE5LTkyOTYtZTdlNmRjOWU5Y2MyXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR4,0,182,268_AL_.jpg
4161|Mexican, The (2001)|Gore Verbinski|123|2001|https://m.media-amazon.com/images/M/MV5BNWIxZTExZjctZjA5ZC00NGQ2LTk4M2YtMWIyMGM2NzRlNWVkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg
